Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63
7,0.0,0.11542945,1.5273247,0.0,2.51566,0.0,1.5446639,0.8712976,1.0688323,0.07698217,0.0,0.0,1.0533333,0.6340704,0.89500433,2.939938,0.0,1.530705,2.2100408,0.90480375,0.61156744,2.0352848,1.0783105,0.7126633,1.1340575,0.47734645,0.0,0.34372443,0.0,0.0,0.0,1.5146742,0.0,1.5787134,1.4373068,0.6752455,0.7126701,0.95240474,0.0,0.7507299,0.43349212,0.0,0.5708945,0.0,0.71078366,0.9915115,3.2472906,1.1258509,3.2526343,0.14538689,3.4878218,0.0,0.0,1.0100082,0.0,0.6793721,0.91731673,0.66396475,0.43079162,0.84282357,1.7924002,0.0,0.3515055,2.647954
9,0.0,0.0,1.7844963,0.0,2.437964,0.0,1.2970834,0.9355382,0.7842727,0.22399774,0.0,0.0,0.9344015,0.92065376,0.25274032,3.5263119,0.0,1.7770435,2.3374293,1.0051272,0.1932133,1.8072817,0.8278359,0.73178667,1.3698457,0.71746933,0.0,0.34724063,0.0,0.0,0.0,0.81421316,0.0,1.517245,1.0436862,1.014565,0.8676321,1.0258473,0.0,1.2222892,0.31591886,0.09034756,0.51691896,0.0,0.0,1.1399646,2.4539185,1.5706791,3.5281553,0.0,4.1994615,0.0,0.0,0.5873983,0.0,0.0,1.9483792,0.42225635,1.0706124,0.7465326,1.7792245,0.0,0.14036216,3.4156826
12,0.0,0.30125406,1.5346782,0.0,2.530682,0.0,1.2892071,1.2494103,0.9687053,0.029492784,0.0,0.0,0.94373137,1.045911,0.7514712,3.8350778,0.0,1.8613743,2.2913911,0.880307,0.23163958,2.070362,1.0742804,0.520806,1.0249689,0.0,0.0,0.93060446,0.0,0.0,0.0,1.2058207,0.0,1.7723526,1.3118392,0.7953308,0.36312056,0.54204977,0.0,0.6910397,0.23287603,0.04263073,0.22652163,0.0,0.0,0.9433786,3.2816856,1.8396541,4.6703253,0.2339278,4.1068835,0.0,0.0,1.0000707,0.0,0.26620337,1.4956081,0.34023735,0.6229953,0.8327861,1.4283199,0.0,0.43026572,3.8792832
16,0.0,0.18190633,1.3417794,0.0,2.750369,0.0,1.3165841,0.9012212,0.9607347,0.2554748,0.0,0.0,1.1178769,1.3195847,0.2897412,3.6182158,0.0,1.9575381,2.6295195,0.7846624,0.4637882,1.6571784,1.1159914,1.1112657,1.3221301,0.17399406,0.0,0.72934026,0.0,0.0,0.0,1.2802716,0.0,1.4964565,1.5669682,1.0920095,1.0079466,0.71335226,0.0,1.126928,0.7789304,0.0,0.40569246,0.0,0.0,1.4250013,2.8383381,1.9788454,4.045009,0.0,4.3145695,0.0,0.0,0.5005155,0.0,0.33104873,1.7007505,0.4991668,1.34584,0.47451228,1.5969254,0.0,0.33341908,3.6027398
20,0.0,0.67683375,1.710015,0.0,1.5928566,0.0,1.1208957,1.6905007,0.6825905,0.0,0.0,0.0,1.1404171,1.0148032,0.45844227,3.0590322,0.0,1.9861456,1.653885,0.5569372,0.18289855,1.7636995,1.1039467,0.33406273,0.67335624,0.0,0.0,0.8576651,0.54579663,0.0,0.0,0.971634,0.0,1.1382564,0.7581706,0.07101687,0.4027468,0.37857154,0.0,0.61295044,0.23169377,0.61896634,0.0,0.0,0.0,0.43656614,2.3880556,0.8140854,3.8946626,0.3490201,3.59034,0.0,0.0,0.7646229,0.0,0.016850071,2.1214151,0.0,0.2211396,0.54520875,0.5718845,0.0,0.34603578,3.9290063
58,0.0,0.16551073,1.6763943,0.0,2.4809256,0.0,1.2564169,1.0710341,1.037499,0.18404475,0.0,0.0,0.8987885,1.185871,0.45558,3.7660046,0.0,1.5916114,2.2473085,0.96033794,0.31576094,1.8371623,1.0385317,0.42280856,0.92422265,0.0,0.0,0.6921321,0.0,0.0,0.0,1.0955967,0.0,1.8455049,1.1569927,0.72466654,0.72089785,0.7189897,0.0,0.74551105,0.57384455,0.0,0.19342121,0.0,0.13630582,1.2543985,3.0953484,1.637883,4.519702,0.06876897,4.1599765,0.0,0.0,1.0299476,0.0,0.30897266,1.7210313,0.47317982,0.8494978,0.89540184,1.6056833,0.0,0.39522454,3.614281
62,0.0,0.07696077,1.8589596,0.0,1.9866601,0.0,1.3165445,1.2723769,1.1550076,0.42724493,0.0,0.0,1.0988865,1.0438498,0.5848642,2.7066984,0.0,1.7976807,2.1793902,0.41666442,0.5933833,2.0859306,0.9221866,1.2389657,1.4688532,0.63654983,0.0,0.49105662,0.08961876,0.0,0.0,0.8403727,0.0,1.2879686,1.0401909,0.7983011,0.870379,0.78991514,0.0,0.88043356,0.6582723,0.0,0.09022701,0.0,0.0,1.03578,2.696391,1.4039663,3.902646,0.0,4.3596807,0.0,0.0,0.7395766,0.0,0.0,1.4000994,0.40817437,1.1580927,0.44196203,1.3233547,0.0,0.30849123,3.1702878
73,0.0,0.0,2.1372359,0.0,2.0659335,0.0,0.7552639,1.3411047,0.23591086,0.0073057995,0.0,0.0,0.7245333,1.1254264,0.19621037,2.991056,0.0,0.8059113,1.4354122,1.0361978,0.07060024,1.6689427,0.9775646,0.3498442,0.6092505,0.0,0.0,0.31063735,0.0,0.0,0.0,0.6669337,0.0,1.178292,1.1961185,0.7531703,0.5226654,0.968035,0.0,1.4435699,0.18417732,0.18151362,0.65206504,0.0,0.0,0.7123193,1.6799299,0.9687875,2.4481668,0.0,3.1246252,0.0,0.0,0.0,0.0,0.39601448,1.9342856,0.42614526,0.31431144,0.59798616,1.4530374,0.0,0.1088292,3.026092
78,0.0,0.051405936,1.5508502,0.0,1.7007828,0.0,1.0790484,0.9844306,0.28306422,0.13962966,0.0,0.0,0.7853297,0.21566845,0.30079293,2.2815642,0.0,1.5025457,1.3098038,0.6933861,0.16374154,2.0370054,0.5903901,0.33169124,0.86336714,0.3004846,0.0,0.33919436,0.0,0.0,0.0,0.6433448,0.0,1.4489988,0.7310572,0.41160324,0.46475354,0.7552246,0.0,0.95881677,0.0,0.05646092,0.35407194,0.0,0.0,0.32538348,1.9961051,0.8686442,2.2718463,0.26079872,3.128532,0.0,0.0,0.5443129,0.0,0.16411956,1.3859537,0.31683868,0.10817055,1.0302017,1.4067088,0.0,0.21690075,2.871467
92,0.0,0.29913536,1.4077374,0.0,2.056316,0.0,1.2979652,0.7190041,0.6530192,0.27805847,0.0,0.0,0.6803982,0.092984356,0.26331583,2.4506412,0.0,1.434082,1.8082622,0.8167,0.064869344,1.8455328,0.6202891,0.2728714,1.0459982,0.7261474,0.0,0.38400438,0.0,0.0,0.0,0.47843182,0.0,1.1919096,0.5935947,0.46850306,0.8152401,0.91199017,0.0,0.417926,0.0010741837,0.0,0.49696365,0.0,0.41924864,0.6061576,1.757466,0.7861079,2.856721,0.0,3.5929232,0.0,0.0,0.892762,0.0,0.014519526,1.4205893,0.39716694,0.61605495,1.1149968,1.1174784,0.0,0.21725138,2.878793
