Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63
2,0.0,0.0,2.4125671,0.0,0.7750591,0.34188595,0.962886,0.19839662,0.3305916,0.12249634,0.0,0.0,0.29847106,0.0,1.2781504,0.86308306,0.0,0.69213516,0.6762758,0.86353046,1.022663,2.3356502,0.08263852,0.47316185,1.307945,2.0954363,0.0,0.0,0.0,0.0,0.0,0.28586835,0.04847682,1.4507551,0.1202951,0.16442014,0.42169654,1.122088,0.0,0.5021546,0.14146417,0.0,0.23877268,0.0,1.068019,0.27448654,1.4605802,0.6295113,1.2308744,0.3086627,2.7002714,0.0,0.0,1.7014765,0.0,0.39508885,0.5787319,0.33457208,0.130954,1.0187668,1.9600453,0.0,0.5880377,1.1802856
5,0.0,0.0,2.899891,0.0,1.0379384,0.25289607,1.2358594,0.5746551,0.45237908,0.0,0.0,0.0,0.34549543,0.0,1.2960688,1.6642951,0.0,0.6584346,0.8171606,1.2777048,0.69038886,2.5625296,0.4144925,0.15218481,1.1989944,2.0003152,0.0,0.0,0.0,0.0,0.0,0.19470264,0.053033326,1.4541329,0.2778706,0.0,0.22421855,1.3638775,0.0,0.52185404,0.0,0.0,0.25928167,0.0,1.1679415,0.09828591,1.5358827,0.4642526,1.8999858,0.38754767,3.1828392,0.0,0.0,1.8062958,0.0,0.24824172,0.9661721,0.32964545,0.0,1.2344613,1.886627,0.0,0.564885,1.989237
14,0.0,0.0,2.0106933,0.0,0.6946106,0.31977877,0.9692005,0.2751722,0.38744,0.14089668,0.0,0.0,0.33191898,0.0,1.6802297,1.1145489,0.0,0.87378514,0.5009853,0.78215003,0.9731808,2.6117084,0.059283115,0.5698045,1.5460984,1.9090475,0.0,0.0,0.0,0.0,0.0,0.32833,0.15444635,1.8647519,0.50021636,0.54834694,0.0,0.8355747,0.0,0.7543949,0.0,0.0,0.17071414,0.0,0.7827744,0.0,2.3247461,1.1198035,1.0022047,0.8784451,2.23192,0.0,0.0,1.3912796,0.0,0.460686,0.0,0.3795728,0.0,0.9217718,2.572515,0.0,0.59347624,1.124021
29,0.0,0.0,1.6644397,0.0,0.43138725,0.29585174,0.8272854,0.22308923,0.54480827,0.40248176,0.0,0.0,0.3793502,0.0,1.5738366,0.63253915,0.0,1.1377248,0.43144843,0.42761713,1.0358369,2.5609677,0.0,0.58119494,1.666224,2.1153438,0.0,0.0,0.16052203,0.0,0.0,0.06825563,0.0,1.8729769,0.0,0.38084838,0.11161138,0.8926329,0.0,0.34711275,0.11297521,0.0,0.052480772,0.0,0.7405111,0.0,2.0452034,0.945652,1.1859167,0.8413505,2.2045653,0.0,0.0,1.5070772,0.0,0.21412547,0.0,0.4179755,0.32559314,0.754809,2.1679554,0.0,0.6042253,0.6727476
31,0.0,0.0,1.4055924,0.0,0.8527782,0.13037266,0.93168706,0.19698083,0.5057167,0.10906537,0.0,0.0,0.39277303,0.0,1.2820725,1.4740924,0.0,0.9394208,0.76233655,0.780087,0.49091053,2.2318637,0.19047454,0.3404558,1.2725537,1.3642281,0.0,0.0,0.0,0.0,0.0,0.3598594,0.004106214,1.5535868,0.43818915,0.3388269,0.0,0.57103366,0.0,0.48752132,0.0,0.0,0.21210423,0.0,0.752548,0.0,2.1921518,0.96266645,1.3067504,0.67554027,2.117847,0.0,0.0,1.1729995,0.0,0.28217205,0.0,0.34358683,0.0,0.98002994,2.0099478,0.0,0.16417675,1.2509173
37,0.0,0.0,1.7029903,0.0,0.91053736,0.2604969,1.2137263,0.104357846,0.6240878,0.33572513,0.0,0.0,0.38594416,0.0,1.3069592,1.3411458,0.0,0.9980004,0.8150676,0.8252039,0.547547,2.5979064,0.0,0.46111166,1.768138,2.017709,0.0,0.0,0.0,0.0,0.0,0.08667295,0.062337544,1.6414669,0.2772139,0.5512804,0.12416181,0.9654521,0.0,0.6153685,0.0,0.0,0.2988051,0.0,0.8091564,0.0,2.1337485,1.0176256,1.2144245,0.5757233,2.4499424,0.0,0.0,1.3004459,0.0,0.004494773,0.0,0.5611188,0.16085914,1.1466159,2.3501368,0.0,0.19080184,1.2154181
39,0.0,0.0,2.121677,0.0,0.9796895,0.30993876,1.0035081,0.25348338,0.4662148,0.15306556,0.0,0.0,0.49672136,0.0,1.5150528,1.1170716,0.0,1.103498,0.919946,0.8864747,1.1718926,2.5321002,0.0,0.8373218,1.5056607,2.0883665,0.0,0.0,0.0,0.0,0.0,0.49270248,0.0071211806,1.8377608,0.5896786,0.54868305,0.39852384,1.1104711,0.0,0.80609834,0.21120536,0.0,0.32272345,0.0,1.133069,0.28130645,1.9477364,1.0793571,1.1339583,0.4732963,2.869769,0.0,0.0,1.5427318,0.0,0.61620384,0.39819145,0.43818367,0.14776196,1.0424962,2.403473,0.0,0.65041506,1.3264185
40,0.0,0.0,1.6102009,0.0,0.77818,0.30691946,1.0330685,0.062270023,0.31214675,0.1662539,0.0,0.0,0.26461765,0.0,1.1981258,0.85953104,0.0,0.7766237,0.65929526,0.718724,0.68056285,2.118535,0.063088536,0.49703833,1.46612,1.728038,0.0,0.0,0.0,0.0,0.0,0.28053126,0.14432201,1.3817724,0.257739,0.5786138,0.15952066,0.82288295,0.0,0.55492795,0.0,0.0,0.43079814,0.0,0.71940255,0.0,1.6598587,0.68223906,0.58065814,0.4234793,1.9906241,0.0,0.0,1.2617136,0.0,0.32278755,0.0,0.351216,0.103772566,0.9662079,1.9105778,0.0,0.22960342,0.97126585
46,0.0,0.0,1.7326707,0.0,1.1689576,0.024441985,1.0473706,0.1174637,0.92708814,0.291442,0.0,0.0,0.42103592,0.05967644,1.3636662,1.7696979,0.0,1.0556519,0.737708,0.6371176,0.8567212,2.768897,0.11295989,0.3196721,1.4760864,1.6852709,0.0,0.0729762,0.0,0.0,0.0,0.18896903,0.0,2.1990273,0.2684564,0.49834442,0.25176436,0.8947309,0.0,0.5216917,0.0,0.0,0.27919632,0.0,1.0205094,0.34086826,2.559185,1.3051555,2.5126333,0.5420503,2.8139977,0.0,0.0,1.6133599,0.0,0.25402036,0.12892035,0.62715167,0.4468548,0.9242398,2.4033728,0.0,0.66993034,1.3581473
57,0.0,0.0,2.541104,0.0,0.75353456,0.29028684,0.9839126,0.38116616,0.42257568,0.03408808,0.0,0.0,0.26791722,0.0,1.3135545,1.2424501,0.0,0.5602781,0.57728106,1.0312366,0.7981722,2.426987,0.1528742,0.32310247,1.3332946,2.0703282,0.0,0.0,0.0,0.0,0.0,0.11946815,0.11099721,1.3815724,0.31611133,0.18110836,0.12592106,1.2125562,0.0,0.56574917,0.0,0.0,0.20770851,0.0,1.0173665,0.0817678,1.4981073,0.58545864,1.3184633,0.40855622,2.7315767,0.0,0.0,1.5498778,0.0,0.19896853,0.56160116,0.33028316,0.0,0.99565417,2.063816,0.0,0.49569058,1.4934865
