node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
5.69443,0.0,0.21290521,0.0,5.5448127,0.0,0.11165521,0.0,3.0916781,0.0,5.889571,0.0,0.0,3.655235,2.082031,5.2323046,0.94016445,0.0,0.0,0.0,0.0,2.4527192,2.2238054,0.3576685,0.0,2.9531698,5.4067,0.0,7.1360908,0.0,0.46641886,0.0
4.0222154,0.0,6.37932,0.0,2.4770052,0.94669193,0.0,0.0,0.0,0.0,0.0,0.0,3.6091185,3.3262749,3.154816,2.1132882,2.0351686,0.0,0.0,4.02506,0.0,2.9632087,0.77580285,0.0,2.8913956,1.4647589,0.0,0.82713574,3.7913177,0.0,6.7974825,8.296772
3.4770584,0.0,4.483819,0.0,0.93484515,2.5221157,0.0,0.0,0.48110938,0.7920519,0.4825774,1.3202232,1.2428299,1.1262851,0.0,1.3767259,0.0,0.0,0.0,1.096707,0.0,0.5389012,1.7825462,0.0,2.921217,1.8404665,0.5096985,1.110898,4.620167,0.0,5.3261604,0.92020965
0.56182057,0.0,0.26946068,0.0,2.2235777,0.0,0.0,0.0,6.005317,0.0,1.6889853,0.0,4.131229,5.0249662,1.195904,3.6990125,2.9868321,0.0,0.0,1.1370958,0.0,2.2354624,0.33467397,0.23042072,0.0,1.5844905,6.2995977,3.1865797,0.5022042,0.0,1.3567007,5.749515
0.060718905,0.0,1.08163,0.0,3.640499,3.212916,0.7186845,0.0,3.0352778,0.0,0.1528278,1.7555777,3.7304988,1.8801786,0.0,4.36592,1.0784183,0.0,0.0,2.1179378,0.0,0.0,3.2850296,1.4125904,0.16987166,2.365553,6.5716877,6.0077977,4.599104,0.0,6.560833,2.8575277
4.1453233,0.0,4.2785316,0.0,1.4738971,3.17913,0.0,0.0,1.0140878,0.5598349,1.424432,1.7076771,0.46223503,1.4958621,0.0,2.0070915,0.0,0.0,0.0,0.6328246,0.0,0.6449083,2.4539716,0.0,2.708416,1.9813284,1.5827607,1.5320995,6.1676044,0.0,5.101836,0.0
1.0769056,0.0,0.6590026,0.0,4.48893,2.404593,1.0421168,0.0,1.6979523,0.0,0.4094154,2.4001153,3.155778,0.11316961,0.0,4.261451,0.0,0.0,0.0,1.1516913,0.0,0.0,3.694709,0.9496301,0.8699672,1.6478522,6.037861,5.2509437,6.1629057,0.0,6.7719088,1.5889934
3.7140088,0.0,1.5419562,0.0,2.598268,3.9286976,0.0,0.0,3.4742203,0.0,2.1930594,1.168874,1.1814622,0.48936734,0.0,1.573295,0.0,0.0,0.0,0.39318746,0.0,0.5035363,2.6731045,2.1091576,0.4541689,4.1555696,6.8333216,5.319281,4.1029596,0.0,4.5268593,1.3031764
2.536333,0.0,3.4361708,0.0,2.463389,3.3075485,0.0,0.0,2.7407632,0.0,0.41403648,0.8616954,3.9079576,3.4464836,1.5069079,4.435547,1.4480549,0.0,0.0,3.3106887,0.0,0.0,3.7525504,1.1095713,1.9520246,2.5687356,4.6551685,4.9196506,4.3354855,0.0,6.2151113,7.1489654
3.0147407,0.0,0.0,0.0,3.7883039,2.7814717,0.33624557,0.0,3.8455164,0.0,2.4946973,1.3090793,2.3904681,1.1381813,0.0,3.3981922,0.0,0.0,0.0,0.0,0.0,0.0,2.6422598,1.8175768,0.19444403,4.5427003,7.9012594,4.14451,4.7852793,0.0,4.7005916,0.335617
0.7619891,0.0,0.15564354,0.0,1.1507094,0.0,0.0,0.0,6.2790236,0.0,1.5337299,0.0,4.295959,6.435923,2.8093433,4.2966375,4.2461457,0.0,0.0,1.5950364,0.0,0.85603744,1.6539271,0.5631794,0.0,1.8184073,6.23243,3.7291076,0.0,0.0,0.3698656,8.410011
0.29669517,0.0,3.312332,0.0,0.80455905,0.29131663,0.0,0.0,4.4391932,0.0,0.0,0.0,6.1276712,2.2977364,0.0,1.6242257,0.8768013,0.0,0.0,3.5255477,0.0,1.342572,0.16941288,0.0,1.769551,1.3088351,3.6419396,4.371004,0.0,0.0,5.9638224,7.4759994
4.604497,0.0,0.0,0.0,4.372505,3.537871,0.25721088,0.0,3.6556115,0.0,3.56894,1.4051862,0.85559386,0.3558367,0.10070048,2.5356104,0.1897991,0.0,0.0,0.0,0.0,0.110676944,3.391679,2.7691073,0.0,5.0551696,9.043744,5.1426654,5.681631,0.0,4.077298,0.70574737
0.81064844,0.0,0.0,0.0,2.267661,0.0,0.0,0.0,6.1452804,0.0,1.8864628,0.0,4.889847,6.244311,2.5878842,4.8603497,4.3958364,0.0,0.0,0.6836503,0.0,1.3676517,0.8607087,0.20075668,0.0,2.1516163,6.721219,2.642289,0.022950321,0.0,0.83341813,7.733467
4.7638106,0.0,4.4099855,0.0,0.6439288,2.99751,0.0,0.0,0.06468712,1.2098407,0.4896254,1.2021108,1.2703632,0.0,0.0,0.0,0.0,0.0,0.0,0.258276,0.0,0.85859317,1.1522529,0.036547914,3.1583266,3.0765617,0.81312037,1.2149199,3.8417056,0.0,5.7531586,1.4252182
7.05689,0.0,2.550713,0.0,0.15953197,2.679626,0.0,0.0,1.0283136,0.6688847,2.529096,0.0,0.4947027,1.0849161,2.2652307,0.95934093,0.0,0.0,0.0,0.16547617,0.0,0.0,3.2706215,0.31998968,2.9766963,3.5204844,1.5311624,0.7926334,2.6627471,0.0,2.0557134,6.42391
3.0994167,0.0,0.0,0.0,4.1965103,2.762061,0.34315982,0.0,4.3412223,0.0,2.5147097,1.0022058,2.6092033,1.0792297,0.0,3.2497256,0.79095435,0.0,0.0,0.0,0.0,0.0,2.6546116,2.8284118,0.0,5.2999496,9.183511,5.1609163,4.009413,0.0,4.4633875,1.6053022
5.192109,0.0,0.23193239,0.0,5.8037095,0.0,0.0,0.0,3.5116086,0.0,5.868319,0.0,0.0,4.2807946,2.665974,5.5294547,1.5919038,0.0,0.0,0.0,0.0,3.5477004,1.2965735,0.0,0.0,2.2292664,5.222413,0.0,6.292073,0.0,0.50673187,1.3501334
4.7379966,0.0,2.5130923,0.0,3.0387127,0.0,0.0,0.0,2.0255976,0.0,1.8974875,0.0,2.626327,0.27137995,0.75202745,0.9529583,0.0,0.0,0.0,0.8083673,0.0,2.4059744,0.18303895,0.34887487,1.3720176,2.7503126,3.243346,1.5549223,2.5779426,0.0,4.3108826,4.7852983
0.39026773,0.0,2.042366,0.0,4.9500337,2.6988897,0.9385806,0.0,1.9221859,0.0,0.36862642,2.3022175,2.496293,1.1521461,0.43927807,4.2626896,0.5696305,0.0,0.0,2.6382241,0.0,0.67911494,3.2462504,0.8794377,0.50237286,0.26437587,5.7825747,6.3785477,6.8045306,0.0,6.959868,1.9465382
4.5578866,0.0,0.0,0.0,3.189276,2.8274508,0.32621816,0.0,3.917265,0.0,4.0296063,1.0846373,0.20677447,1.3321853,0.64691484,3.4659402,0.34479603,0.0,0.0,0.0,0.0,0.0,3.7409852,1.6238586,0.18047675,3.5577714,7.7881217,3.6291044,5.4891953,0.0,1.3815283,0.77371156
2.2273097,0.0,2.619608,0.0,0.099246204,1.5396849,0.0,0.0,3.2711027,0.0,0.0,0.0,3.8532476,1.8363619,0.6267608,1.8051728,0.036399085,0.0,0.0,2.954281,0.0,0.0,2.117775,0.4227505,2.2607925,1.4678276,2.90749,4.064896,0.40202385,0.0,3.74997,8.266412
0.0,0.0,3.2693594,0.0,0.6308727,1.1795118,0.0,0.0,4.072248,0.0,0.0,0.15772898,4.6787558,2.9682546,0.0,2.312022,0.5754245,0.0,0.0,4.3803215,0.0,0.6512401,1.0057775,0.0,1.5547643,0.0,3.0624273,5.1054544,0.9981982,0.0,5.5649366,4.775238
7.379576,0.0,3.5581255,0.0,0.3777206,3.4771385,0.0,0.0,1.8496081,0.2535712,3.0768728,0.0,0.8838388,2.322467,3.6107645,1.7334762,0.360261,0.0,0.0,1.7259458,0.0,0.0,4.4480605,0.6833756,3.2831142,3.2040017,2.4422326,2.5389721,3.6384003,0.0,2.6212547,9.598114
0.0,0.0,1.456988,0.0,3.6639915,2.3750906,0.8285845,0.0,2.4393947,0.0,0.3057558,1.9137717,2.2534938,1.8580775,0.0,4.019759,0.44123283,0.0,0.0,2.3180363,0.0,0.0,3.024131,0.39615354,0.27125943,0.0,5.0770764,5.557296,5.486854,0.0,5.3470526,1.0079496
0.0,0.0,0.0,0.0,2.6260653,0.0,0.0,0.0,6.98142,0.0,0.33232182,0.0,6.366768,5.7853103,0.526106,5.5830436,3.8811884,0.0,0.0,1.6742824,0.0,0.86781627,0.5499654,0.52679336,0.0,1.4620402,8.106726,4.644997,0.0,0.0,2.3502145,6.676836
5.8662777,0.0,0.0,0.0,5.124095,0.0,0.0,0.0,3.7882192,0.0,6.3593316,0.0,0.0,3.2172878,2.0649588,4.17169,1.2582105,0.0,0.0,0.0,0.0,2.996911,1.7194265,0.61111516,0.0,3.8069348,6.509719,0.31444037,6.1953144,0.0,0.24238643,0.2740137
0.72577405,0.0,1.2460146,0.0,5.2178326,2.866851,1.0368576,0.0,2.08639,0.0,0.370573,2.2089984,3.3260064,1.285371,0.17620282,4.9560614,0.79672754,0.0,0.0,2.1295202,0.0,0.0,3.8858383,1.2920294,0.5144449,1.6733869,6.7506533,6.1915216,6.571738,0.0,7.414668,3.0048075
0.60597795,0.0,0.0,0.0,2.7965884,0.0,0.0,0.0,6.0983844,0.0,1.8436404,0.0,5.1355033,6.582168,3.039847,5.051355,4.7447214,0.0,0.0,1.1660188,0.0,2.386452,0.17228493,0.0,0.0,1.4769288,6.100525,2.126634,0.114218354,0.0,0.93482864,8.016978
4.5692368,0.0,4.1751075,0.0,0.8523313,2.6018357,0.0,0.0,0.0,1.2831495,0.30058083,1.14506,1.4804602,0.0,0.0,0.2840922,0.0,0.0,0.0,0.68706864,0.0,0.1837756,1.72108,0.0,3.2701514,2.6182659,0.0,0.6390601,3.9189186,0.0,5.4241633,2.3863032
7.387236,0.0,1.6669215,0.0,4.494398,0.3726193,0.0,0.0,1.7770889,0.0,4.9632936,0.0,0.0,0.0,1.9814026,0.37586334,0.0,0.0,0.0,0.0,0.0,4.1737504,0.5381429,1.1302098,0.7253425,3.6290593,5.031238,1.5533543,5.030161,0.0,2.6664524,2.541973
3.7991946,0.0,3.1476088,0.0,0.8335402,3.1758945,0.0,0.0,0.24248612,0.8108705,0.7154451,1.3805693,0.88653266,0.0,0.0,0.0,0.0,0.0,0.0,0.15704352,0.0,0.39883175,1.5478711,0.40609267,2.297746,2.7083986,1.7272874,2.0429263,3.6114786,0.0,4.7314544,0.82144946
7.9447937,0.0,1.7660751,0.0,4.324183,0.75375044,0.0,0.0,0.98700225,0.0,4.251638,0.0,0.8749912,0.0,2.3283482,0.0,0.0,0.0,0.0,0.0,0.0,3.3625739,0.7348552,1.442941,1.3378273,3.83896,4.8660045,2.2764912,4.374053,0.0,4.085302,5.3400083
0.0,0.0,1.5394181,0.0,3.2640593,1.3518215,0.33656186,0.0,3.9045782,0.0,0.0,1.0409572,5.5614524,4.1602817,0.039236173,5.9216223,2.117324,0.0,0.0,3.718566,0.0,0.0,2.7454083,0.2936085,0.58192074,0.32219395,5.844881,5.7692184,3.4004972,0.0,6.119214,5.828362
4.5267253,0.0,0.8189408,0.0,5.330518,0.0,0.38241163,0.0,2.5952969,0.0,4.7957554,0.018526351,0.0,3.5932033,1.4306303,5.2723827,0.73713267,0.0,0.0,0.0,0.0,1.9765012,1.9155746,0.04121165,0.0,2.2570033,4.456556,0.0,7.0970263,0.0,1.551524,0.0
4.3094645,0.0,4.988315,0.0,3.1384149,0.4206644,0.0,0.0,0.0,0.0,1.5982742,0.0,1.410565,3.9261434,2.7225127,2.9603465,1.349207,0.0,0.0,3.0405042,0.0,2.1874022,0.9988421,0.0,1.5267783,2.7623775,0.0,0.0,4.6830735,0.0,4.7779164,4.0771255
5.9607744,0.0,0.93051535,0.0,5.9915133,0.0,0.0,0.0,2.6886687,0.0,5.7640805,0.0,0.0,3.4067078,2.1363432,4.462674,0.95930374,0.0,0.0,0.0,0.0,3.4060402,1.0699309,0.28701314,0.0,3.4368286,4.992665,0.0,6.9141316,0.0,1.698428,0.03958423
3.9176116,0.0,3.7431078,0.0,0.7817374,3.251072,0.0,0.0,0.089998305,1.1435459,0.35945746,1.48439,1.4239035,0.0,0.0,0.37145817,0.0,0.0,0.0,0.5234317,0.0,0.0,1.863271,0.070474595,3.005421,2.9196491,1.0839769,1.6073731,3.9966528,0.0,5.7061596,0.87025166
5.452603,0.0,4.449145,0.0,3.291655,0.0,0.0,0.0,1.5802109,0.0,2.5015109,0.0,2.4796472,2.8842611,3.1640213,1.4183459,1.8963271,0.0,0.0,2.2000074,0.0,4.359633,0.0,0.0,1.4465238,2.545635,1.7947862,0.52621007,3.1599863,0.0,4.61511,6.716899
3.8705611,0.0,4.541087,0.0,0.77835417,2.9944274,0.0,0.0,0.7655969,0.7469786,0.13007721,1.3313715,1.9976466,0.2993789,0.0,0.6052336,0.0,0.0,0.0,0.8663928,0.0,0.62642044,1.4908817,0.0,2.9048896,2.7621462,1.2555478,1.7677389,4.040487,0.0,6.1312146,1.6386606
3.1121187,0.0,3.680138,0.0,0.087823324,2.7423916,0.0,0.0,0.39881527,1.065393,0.06010008,1.1540623,1.3071996,0.0,0.0,0.0,0.0,0.0,0.0,0.6525782,0.0,0.0,1.3400786,0.0,2.730744,2.1143286,0.60319614,1.3662922,2.995379,0.0,4.7850904,1.0127277
6.4795737,0.0,1.421076,0.0,4.865434,0.70626897,0.0,0.0,2.8066196,0.0,5.978257,0.0,0.0,2.8853831,1.8196847,3.1980033,0.5008838,0.0,0.0,0.0,0.0,3.3009539,1.7948182,0.49404258,0.0,3.4583967,5.134215,0.22323054,6.905939,0.0,1.1493022,0.0
1.946479,0.0,1.6404779,0.0,5.4585133,3.2381926,1.019332,0.0,2.159245,0.0,1.4467399,2.5641334,2.2016401,0.0,0.0,3.4663236,0.0,0.0,0.0,1.1521649,0.0,0.34220606,2.9960768,1.6011437,0.3444992,2.4568715,7.0470743,6.3829145,7.6826544,0.0,7.800254,0.0
1.6854233,0.0,4.7091084,0.0,3.984171,0.91090566,0.0,0.0,0.48429987,0.0,0.5114224,0.96396226,2.7712708,3.0657625,1.9089739,3.5913522,2.0304413,0.0,0.0,3.6839623,0.0,2.701006,0.9505904,0.0,0.85884905,0.6555309,1.2534162,2.092816,5.7017074,0.0,6.689127,3.3139231
5.548365,0.0,3.1818948,0.0,3.9229374,0.0965428,0.0,0.0,1.3007834,0.0,3.6410933,0.0,0.09461652,0.73887587,1.9803063,0.91034615,0.07645579,0.0,0.0,0.84755754,0.0,4.078193,0.5452424,0.38389713,1.1455634,1.8784094,2.9125261,1.3466256,4.7665586,0.0,3.3402278,3.0497549
6.122766,0.0,0.9395614,0.0,0.9556851,2.8315845,0.0,0.0,3.1341655,0.0,2.7595928,0.0,1.8419745,1.6156551,2.613705,1.9152142,0.6887047,0.0,0.0,0.09417641,0.0,0.0,3.62454,1.5339748,1.8713171,3.8254666,5.1064625,3.4124627,2.214328,0.0,1.7241073,8.1475725
4.6199403,0.0,3.7874322,0.0,2.3895478,2.8950229,0.0,0.0,0.0,0.7496548,1.1014358,1.4096235,1.1630961,0.0,0.0,0.85149705,0.0,0.0,0.0,0.7283209,0.0,0.5837964,2.1022317,0.47487995,2.4189925,3.1376216,2.0395615,2.1196954,5.216558,0.0,6.3394427,1.4178649
1.4081177,0.0,4.9811926,0.0,3.300617,0.0,0.0,0.0,0.0,0.0,0.0,0.07532587,2.2586656,3.2415955,2.6743677,3.0899308,2.192236,0.0,0.0,4.1601872,0.0,3.0701363,0.24331196,0.0,1.2044673,0.0,0.0,1.1956561,4.4331975,0.0,5.6477547,4.3273697
1.7513143,0.0,0.7974146,0.0,5.5022755,3.0501082,1.1549002,0.0,1.9299945,0.0,0.58177674,2.673732,3.6919608,0.0,0.0,4.338403,0.0,0.0,0.0,1.1054704,0.0,0.0,4.0686893,1.5633668,0.8673421,2.7792192,7.432214,6.388974,6.987193,0.0,8.275712,2.4719205
0.0,0.0,1.628634,0.0,4.0331745,2.8686037,0.7618473,0.0,3.026135,0.0,0.26609734,1.8934513,3.6674652,1.8538266,0.0,4.359445,0.84868586,0.0,0.0,2.7267778,0.0,0.0,2.8098042,1.0631407,0.25274613,1.8041513,6.2834864,6.174744,5.2511625,0.0,7.081942,1.9732057
0.9998614,0.0,2.568152,0.0,0.0,0.8406336,0.0,0.0,3.7183504,0.0,0.0,0.0,3.7991343,2.0629818,1.0072371,0.652931,1.0385087,0.0,0.0,2.8199286,0.0,1.5032976,0.6858367,0.23535635,1.449045,0.4720768,3.0269377,4.400551,0.0,0.0,2.8749354,7.409757
6.703297,0.0,1.6206968,0.0,3.7568011,0.0,0.0,0.0,2.2628999,0.0,3.8714705,0.0,1.2603672,0.0,1.8370169,0.29820034,0.11230573,0.0,0.0,0.0,0.0,3.7264938,0.20044667,0.6456332,1.1370672,2.7743685,4.704072,1.7922434,3.6501243,0.0,3.0324435,4.7209687
6.7630544,0.0,1.9025886,0.0,1.1819665,3.3367517,0.0,0.0,3.0692,0.0,3.2124848,0.0,1.3930627,2.3036718,3.4049075,2.6391315,0.7634836,0.0,0.0,0.8706156,0.0,0.0,4.664177,1.109501,2.7030396,3.0360026,4.805571,3.7812243,3.7600768,0.0,2.345412,9.331339
5.085447,0.0,1.2586936,0.0,1.100202,2.900546,0.0,0.0,1.6705565,0.09837458,1.9625373,0.5217896,1.0761513,0.4789809,1.322396,1.2993006,0.0,0.0,0.0,0.0,0.0,0.0,3.4432342,1.3033726,2.0522532,2.9333613,3.6912892,3.0397441,2.9784994,0.0,2.5344896,5.1833644
0.64235985,0.0,4.3044224,0.0,0.65229523,1.0726248,0.0,0.0,2.834645,0.0,0.0,0.0,4.759716,2.5625224,0.0,1.6288867,0.581882,0.0,0.0,4.172037,0.0,0.98126113,0.71465874,0.0,2.0105462,1.0572478,1.6924071,3.5405128,0.65159535,0.0,6.067727,6.640918
2.630159,0.0,0.0,0.0,1.2787168,0.0,0.0,0.0,4.8612556,0.0,1.520106,0.0,4.5808806,4.090693,2.5859137,3.0357025,3.1806595,0.0,0.0,0.58889323,0.0,1.0057319,0.82242525,0.30915028,0.40296343,2.9121525,5.209346,2.3016946,0.0,0.0,1.4703743,9.0868025
0.5859919,0.0,1.7392247,0.0,5.20398,2.9278116,0.973408,0.0,2.0142956,0.0,0.05528193,2.260777,3.8126664,1.0735227,0.18627208,5.064163,0.5734083,0.0,0.0,2.9080014,0.0,0.0,4.018413,1.166783,0.7225131,1.7145777,6.345106,6.509273,6.493017,0.0,8.14633,3.8234336
3.9921637,0.0,4.296036,0.0,0.963753,2.7880983,0.0,0.0,0.43930218,0.8359122,0.84806514,1.4309146,0.77612996,0.9422587,0.0,1.282238,0.0,0.0,0.0,0.5952359,0.0,0.49677724,1.8225216,0.0,2.8485663,2.2303607,0.73443115,0.91848123,5.0047674,0.0,5.079253,0.03006212
