Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
3,0.56182057,0.0,0.26946068,0.0,2.2235777,0.0,0.0,0.0,6.005317,0.0,1.6889853,0.0,4.131229,5.0249662,1.195904,3.6990125,2.9868321,0.0,0.0,1.1370958,0.0,2.2354624,0.33467397,0.23042072,0.0,1.5844905,6.2995977,3.1865797,0.5022042,0.0,1.3567007,5.749515
10,0.7619891,0.0,0.15564354,0.0,1.1507094,0.0,0.0,0.0,6.2790236,0.0,1.5337299,0.0,4.295959,6.435923,2.8093433,4.2966375,4.2461457,0.0,0.0,1.5950364,0.0,0.85603744,1.6539271,0.5631794,0.0,1.8184073,6.23243,3.7291076,0.0,0.0,0.3698656,8.410011
13,0.81064844,0.0,0.0,0.0,2.267661,0.0,0.0,0.0,6.1452804,0.0,1.8864628,0.0,4.889847,6.244311,2.5878842,4.8603497,4.3958364,0.0,0.0,0.6836503,0.0,1.3676517,0.8607087,0.20075668,0.0,2.1516163,6.721219,2.642289,0.022950321,0.0,0.83341813,7.733467
25,0.0,0.0,0.0,0.0,2.6260653,0.0,0.0,0.0,6.98142,0.0,0.33232182,0.0,6.366768,5.7853103,0.526106,5.5830436,3.8811884,0.0,0.0,1.6742824,0.0,0.86781627,0.5499654,0.52679336,0.0,1.4620402,8.106726,4.644997,0.0,0.0,2.3502145,6.676836
28,0.60597795,0.0,0.0,0.0,2.7965884,0.0,0.0,0.0,6.0983844,0.0,1.8436404,0.0,5.1355033,6.582168,3.039847,5.051355,4.7447214,0.0,0.0,1.1660188,0.0,2.386452,0.17228493,0.0,0.0,1.4769288,6.100525,2.126634,0.114218354,0.0,0.93482864,8.016978
55,2.630159,0.0,0.0,0.0,1.2787168,0.0,0.0,0.0,4.8612556,0.0,1.520106,0.0,4.5808806,4.090693,2.5859137,3.0357025,3.1806595,0.0,0.0,0.58889323,0.0,1.0057319,0.82242525,0.30915028,0.40296343,2.9121525,5.209346,2.3016946,0.0,0.0,1.4703743,9.0868025
69,0.9910987,0.0,0.13952856,0.0,1.3917117,0.0,0.0,0.0,6.4847937,0.0,1.978862,0.0,3.7757049,5.7901554,1.691839,4.2352214,3.0351496,0.0,0.0,0.90807015,0.0,1.0552404,1.3130136,0.33939278,0.0,1.8717657,6.3445277,3.2556903,0.39844075,0.0,0.36237144,6.112905
71,0.0,0.0,0.0,0.0,1.5901468,0.0,0.0,0.0,7.502135,0.0,1.4170033,0.0,5.6006584,7.001826,2.1217995,5.2923117,4.649729,0.0,0.0,1.21642,0.0,0.9866182,1.0740299,0.3846344,0.0,1.9296535,7.5257177,3.9636912,0.0,0.0,0.5374149,8.170022
101,0.0,0.0,0.0,0.0,1.3490629,0.0,0.0,0.0,6.8260093,0.0,0.6539282,0.0,5.949218,6.582555,2.2749,4.958955,4.499412,0.0,0.0,1.5829688,0.0,0.69825506,1.0773813,0.33741784,0.0,1.5201622,6.773306,3.9909565,0.0,0.0,1.0967505,9.162198
126,2.545029,0.0,0.3200817,0.0,1.4858243,0.15308061,0.0,0.0,5.0879245,0.0,2.2507162,0.0,3.049889,4.248258,2.1788187,2.421767,2.9267457,0.0,0.0,0.35351473,0.0,1.734971,0.8040997,0.8093094,0.0,2.9802904,5.59471,2.6659524,0.16529506,0.0,0.6447785,5.990429
136,1.703272,0.0,0.0,0.0,1.6066239,0.0,0.0,0.0,5.7178288,0.0,1.8907944,0.0,4.020668,5.7181153,2.6145976,4.5217953,3.5783446,0.0,0.0,0.9600196,0.0,0.7116327,1.6150334,0.4425367,0.0,2.2971842,5.8745084,2.788964,0.3241198,0.0,0.66153765,7.7825575
148,1.1102682,0.0,0.28238285,0.0,1.2038566,0.0,0.0,0.0,5.589748,0.0,1.2144643,0.0,4.478028,5.052188,2.246635,3.6386502,3.307347,0.0,0.0,1.2059199,0.0,1.0270572,1.1003804,0.43081084,0.14822799,1.675292,5.6173058,3.3296378,0.0,0.0,1.0779972,7.845789
157,1.6865631,0.0,0.0,0.0,1.9602879,0.0,0.0,0.0,5.5432096,0.0,2.0279834,0.0,3.5811706,5.162601,1.9518111,4.014173,3.0107703,0.0,0.0,0.7050785,0.0,1.2202127,1.2074239,0.66629225,0.0,2.4003408,6.002202,2.7630339,0.74418455,0.0,0.88450575,6.1032996
183,0.0,0.0,0.23770465,0.0,1.3708564,0.0,0.0,0.0,6.6289997,0.0,0.9432912,0.0,4.8653917,6.1807323,2.093703,4.381836,3.9263468,0.0,0.0,2.0010626,0.0,1.259119,0.92902625,0.2821272,0.0,0.8440598,6.229887,4.0216675,0.0,0.0,0.7663419,8.005708
188,1.454494,0.0,0.0,0.0,1.8020866,0.0,0.0,0.0,7.1052823,0.0,2.169045,0.0,5.05071,7.0181036,3.0854478,5.457976,4.7605867,0.0,0.0,0.76323605,0.0,1.2676468,1.2917906,0.0,0.0,1.6808804,6.9788156,2.8399405,0.0,0.0,0.071982175,9.267791
192,0.0,0.0,0.0,0.0,1.9319001,0.0,0.0,0.0,5.230261,0.0,0.81531864,0.0,4.7739787,4.8181,2.0514421,3.670503,3.873057,0.0,0.0,1.5033592,0.0,1.7292972,0.095645875,0.20058246,0.0,1.0059795,5.585142,3.0165222,0.0,0.0,1.1779934,7.433181
194,2.1200361,0.0,0.0,0.0,1.6999983,0.0,0.0,0.0,5.894478,0.0,2.6335092,0.0,3.6854749,6.0136366,2.870444,4.173507,3.9931521,0.0,0.0,0.3671291,0.0,1.4334862,1.2989361,0.3039888,0.0,2.877417,6.220461,2.315163,0.27865398,0.0,0.18044934,7.3859935
215,2.136931,0.0,0.0,0.0,3.764763,0.0,0.0,0.0,4.9562473,0.0,3.0260415,0.0,2.8720398,5.001099,2.348164,4.889563,3.1959352,0.0,0.0,0.49409735,0.0,1.8368375,1.5417047,0.7192088,0.0,2.3462317,6.6595287,2.4909708,2.7929952,0.0,1.2132987,4.721364
246,0.0,0.0,0.0,0.0,1.4802134,0.0,0.0,0.0,6.7473164,0.0,0.73956233,0.0,6.120539,6.6322885,2.4540906,4.4401665,4.833076,0.0,0.0,1.5210868,0.0,1.3831272,0.2939792,0.39915216,0.0,2.1699355,6.5499954,3.418474,0.0,0.0,1.0881879,8.777728
269,0.43170807,0.0,0.2458633,0.0,1.6103934,0.0,0.0,0.0,5.6939034,0.0,1.8541929,0.0,3.2505655,5.275198,1.4249463,3.5574276,2.9384668,0.0,0.0,1.1009884,0.0,1.8316753,0.6399983,0.19663996,0.0,1.6829126,5.784945,2.8178763,0.46294844,0.0,0.64956236,4.986052
271,0.9576425,0.0,0.17621838,0.0,1.7132788,0.0,0.0,0.0,6.2074666,0.0,1.8440835,0.0,3.8720498,5.4806685,2.1343873,4.02103,3.4876428,0.0,0.0,1.3100208,0.0,1.3618512,1.4560009,0.6972159,0.0,1.5278319,6.568984,3.9912434,0.43661752,0.0,0.6409825,7.2030287
294,2.06084,0.0,0.25147152,0.0,2.1328602,0.0,0.0,0.0,5.3668733,0.0,2.2371883,0.0,4.070658,6.027222,3.4350133,4.223119,4.0559974,0.0,0.0,1.0416305,0.0,1.9556425,0.94980645,0.010080682,0.0,2.0528584,5.4437747,2.089343,0.5379364,0.0,0.75727046,8.307706
296,0.016847264,0.0,0.24160947,0.0,1.8482983,0.0,0.0,0.0,6.389828,0.0,1.3772184,0.0,5.090389,6.868128,2.6830502,4.4152894,4.7592607,0.0,0.0,1.6732279,0.0,2.071982,0.43030766,0.11592187,0.0,1.6639004,6.3087473,3.0926425,0.0,0.0,0.918134,8.02922
297,1.0676955,0.0,0.14273308,0.0,1.3868414,0.0,0.0,0.0,6.4337187,0.0,1.9841065,0.0,3.8399525,5.8868933,2.2501118,4.2254925,3.407971,0.0,0.0,1.0745951,0.0,1.574683,1.0705267,0.03359665,0.0,1.1482295,5.960129,3.0685232,0.13992143,0.0,0.0023992956,7.071143
305,2.572775,0.0,1.0588818,0.0,1.3531187,0.0,0.0,0.0,5.069646,0.0,1.5885915,0.0,4.6415653,6.0777645,3.9177082,3.64893,4.2657743,0.0,0.0,1.6822363,0.0,1.3614335,1.268137,0.22569172,0.2461806,2.5296612,4.864557,2.5225108,0.0,0.0,1.2112833,10.195583
