Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63
18,0.0,0.5972615,1.6358709,0.0,1.4458555,0.0,0.686004,0.9715904,0.54808223,0.3250999,0.0,0.0,0.70050675,1.5144061,1.2011719,0.6972661,0.0,1.4374481,0.3482171,0.0,1.7643949,2.2030725,0.27339926,0.99515676,0.57867056,0.81365716,0.0,0.0,0.3071278,0.0,0.0,0.77564746,0.0,2.8032506,0.3961092,0.5751042,0.8120123,1.0145388,0.0,0.93070924,1.3201463,0.0,0.21602593,0.0,0.0,0.9523207,2.3981686,1.1687411,2.1929977,0.47174734,2.3463275,0.0,0.0,0.9262842,0.0,1.2658106,1.1731515,0.57149523,0.8842161,0.0,1.9896588,0.0,1.2931474,0.8691286
30,0.0,0.08457016,2.282918,0.0,1.351198,0.0,0.3659739,1.8460584,0.5952463,0.0,0.0,0.0,0.56255877,2.1883953,1.4134353,1.8739821,0.0,0.82047653,0.0,0.0,1.4686507,2.5029187,0.8273392,0.06014277,0.0,0.0,0.0,0.30194008,0.70286465,0.0,0.0,0.8553106,0.0,2.731178,0.9364214,0.035200648,0.0,0.57230955,0.0,0.95072424,0.7501266,0.020343699,0.0,0.0,0.0,0.5556142,3.1821945,1.0790055,3.8749833,0.92023313,2.017474,0.0,0.0,0.9903037,0.0,0.9886291,1.5821086,0.28851107,0.0,0.0,1.8362609,0.0,1.5014311,1.9425473
32,0.0,0.4677578,1.467534,0.0,1.4109818,0.0,0.47542018,1.3414555,0.86043453,0.25586715,0.0,0.0,0.919441,1.9727559,1.5954806,1.5162568,0.0,1.7619467,0.0,0.0,1.7368702,2.8479488,0.23718973,0.49516293,0.39678872,0.051105,0.0,0.27246916,1.4973814,0.0,0.0,0.9874197,0.0,3.4676974,0.44757336,0.17016631,0.0,0.17844304,0.0,0.9324895,0.9066939,0.0,0.0,0.0,0.0,0.5871053,3.7598383,2.0780725,4.0783844,1.067393,2.1533792,0.0,0.0,1.3040421,0.0,1.2867801,0.9211585,0.3206079,0.28031144,0.0,2.119894,0.0,1.6494342,1.725319
44,0.0,0.55056214,2.2455535,0.0,1.2493315,0.0,0.4783644,1.1470556,0.7307321,0.0,0.0,0.0,0.3274041,1.7186134,1.2636029,1.2597834,0.0,0.49430737,0.0,0.08883455,1.6935304,2.0283682,0.560446,0.0,0.0,0.6763754,0.0,0.2828692,0.4197562,0.0,0.0,0.90871143,0.0,2.743451,0.42820567,0.0,0.3298605,1.0906382,0.0,0.5392517,1.1451966,0.0,0.0,0.0,0.31558806,0.76270086,2.567551,0.6158587,3.1815844,0.57542884,1.9694978,0.0,0.0,1.6606609,0.0,1.1895764,1.2594677,0.27201048,0.2557575,0.22925806,1.7237822,0.0,1.5576956,0.97293854
51,0.0,0.754733,1.7999499,0.0,1.5160487,0.0,0.4315074,1.6620234,0.37958992,0.08320116,0.0,0.0,0.8753037,2.1491992,1.3114543,1.064646,0.0,1.5579292,0.020125534,0.0,1.8041381,2.5361643,0.44805482,0.49880883,0.07451229,0.0,0.0,0.1579823,0.8106176,0.0,0.0,1.0044714,0.0,3.2359235,0.23725447,0.19525541,0.25195274,0.54087937,0.0,1.0594816,1.1984613,0.0,0.0,0.0,0.0,0.5109071,2.9614246,1.2987857,3.035806,0.8597165,2.0225823,0.0,0.0,0.9510641,0.0,1.4344249,1.5195044,0.23906876,0.23149611,0.0,1.5993361,0.0,1.5096675,1.6984254
63,0.0,0.0,2.2473156,0.0,1.133824,0.09436741,0.0,0.9788818,0.71942616,0.20891646,0.0,0.0,0.43542495,2.3142912,1.3124242,1.9973975,0.0,0.718857,0.5861119,0.63863903,1.3691067,2.0491915,0.10034356,0.62079334,0.05205007,0.92504686,0.0,0.0,0.0,0.0,0.0,0.5401919,0.0,2.3330443,0.8678464,0.051953007,0.0950989,0.8210689,0.0,1.3748171,1.2199601,0.0,0.0,0.0,0.5312294,1.1801468,1.8276953,2.199111,3.0313916,0.5953959,2.7851841,0.0,0.0,0.9655353,0.0,0.9466221,1.4585998,0.3181889,0.4776306,0.0,2.411081,0.0,1.5575114,1.2285031
68,0.0,0.2252502,1.9641819,0.0,1.6581979,0.0,0.31801796,1.5714471,0.4749275,0.33055088,0.0,0.0,0.8001278,2.0932157,1.2696095,1.714633,0.0,1.4082497,0.11901073,0.0,1.6597155,2.6363895,0.45525584,0.47819313,0.1412568,0.039698474,0.0,0.31063837,0.6676315,0.0,0.0,0.9070193,0.0,3.1496801,0.771751,0.15296836,0.026434828,0.50179887,0.0,1.434336,0.91253275,0.0,0.0,0.0,0.0,0.76836425,3.3177638,2.1295176,3.891986,0.96446186,2.4572122,0.0,0.0,0.83066386,0.0,1.088424,1.5925119,0.3754681,0.2868376,0.0,2.0872052,0.0,1.6960831,1.9704707
76,0.0,0.24345481,1.7841716,0.0,0.7390407,0.0,0.20436417,1.4644142,0.61290765,0.16392669,0.0,0.0,0.7889622,1.8882929,1.9718066,1.39217,0.0,1.4120064,0.12277652,0.0,1.8104534,2.4558678,0.3639768,0.75658655,0.49684638,0.14134525,0.0,0.31061277,1.2132499,0.0,0.0,1.1985344,0.0,2.7275445,0.91931415,0.0,0.0,0.09681065,0.0,1.0890859,1.0078205,0.0,0.0,0.06410324,0.0,0.21228185,3.6986232,1.9300175,3.2506335,1.1527568,2.1710203,0.0,0.0,1.2591273,0.0,0.94146466,0.7075405,0.15677279,0.0,0.0,2.1810043,0.0,1.3703759,1.4516062
87,0.0,0.69024307,2.4394932,0.0,1.8194087,0.0,0.73617494,1.5227004,0.5414958,0.0,0.0,0.0,0.16774178,1.6719477,1.0254433,1.4608771,0.0,0.90511495,0.0,0.0,1.4132988,2.3494074,0.9124807,0.0,0.0,0.0,0.0,0.6475848,0.8358813,0.0,0.0,0.77213067,0.0,3.0566645,0.0,0.0,0.6137915,1.0136038,0.0,0.49861795,1.01741,0.0895618,0.0,0.0,0.0,0.4616916,2.8064766,0.5284709,4.0149827,0.613398,2.1949983,0.0,0.0,1.6852236,0.0,1.1408693,1.732613,0.22908252,0.28797832,0.45377985,1.4795024,0.0,1.5035654,1.9195595
90,0.0,0.25860998,1.8050482,0.0,1.0463393,0.0,0.17122656,1.6767248,0.30744618,0.24122289,0.0,0.0,0.8615956,2.2447631,1.7859403,1.4554331,0.0,1.4024215,0.29323998,0.0,1.6803706,2.2539432,0.60053587,1.1872143,0.45664114,0.0,0.0,0.48812774,0.8347506,0.0,0.0,1.3733393,0.0,2.4937203,1.1613457,0.14723775,0.0,0.0,0.0,1.5557702,1.173419,0.0,0.0,0.0,0.0,0.34945288,3.3632882,2.237334,2.9942572,1.1048999,2.2310083,0.0,0.0,0.82389313,0.0,1.2609109,1.1525514,0.27788723,0.08424331,0.0,2.07068,0.0,1.0748432,1.6132401
93,0.0,0.4199624,2.1298447,0.0,1.278915,0.0,0.29979366,2.1576228,0.5988412,0.093385175,0.0,0.0,0.9967402,2.3974512,1.577368,1.7951485,0.0,1.4523143,0.24006192,0.0,1.6843525,2.273135,0.86236966,0.87872285,0.23405911,0.0,0.0,0.66444695,1.0262985,0.0,0.0,1.3675027,0.0,2.6180234,1.1948068,0.17672314,0.0,0.12379439,0.0,1.4095882,1.2037901,0.0,0.0,0.0,0.0,0.43458498,3.7142305,1.454807,3.3882911,1.0190425,2.358144,0.0,0.0,0.7493478,0.0,0.9945916,1.4202965,0.23129737,0.012839621,0.0,1.931055,0.0,1.1475354,2.0207279
112,0.0,0.32702807,1.8772553,0.0,0.8649405,0.0,0.19128534,1.4982549,0.5168538,0.0,0.0,0.0,0.6881755,2.002523,1.6002117,1.3232963,0.0,1.1901293,0.0066144653,0.0,1.7188388,2.1788507,0.5130249,0.51244956,0.20161626,0.02094957,0.0,0.4745733,1.1131614,0.0,0.0,1.2631096,0.0,2.6529658,0.7552542,0.07013355,0.0,0.27496347,0.0,0.9945414,1.2660805,0.0,0.0,0.0,0.0,0.39281005,3.2177181,1.6149573,3.1299143,1.0676472,2.07348,0.0,0.0,1.1579815,0.0,1.2509019,0.963702,0.16059275,0.08680273,0.092009455,1.9554112,0.0,1.3975632,1.3385518
142,0.0,0.47540972,2.142146,0.0,0.93648493,0.0,0.18257841,1.4826684,0.8226861,0.26615536,0.0,0.0,0.62843186,2.348379,1.2795554,1.3927649,0.0,0.99055386,0.0,0.0,1.6388916,2.246062,0.4449336,0.44301286,0.053876594,0.31425896,0.0,0.23924775,0.8572811,0.0,0.0,0.75682944,0.0,2.2969916,0.37192786,0.1521132,0.02758333,0.26695463,0.0,0.7087004,1.3242453,0.0,0.0,0.005654837,0.0,1.0657425,2.6515467,1.6749499,4.049413,0.8067254,2.2918465,0.0,0.0,1.2217678,0.0,0.8953721,1.6333041,0.19066483,0.63329726,0.0,1.788094,0.0,1.7712485,1.6830722
158,0.0,1.1699646,2.992497,0.0,0.9833428,0.0,0.2723948,2.223565,0.35541615,0.0,0.0,0.0,0.3835743,2.770804,1.2755743,0.3269085,0.0,0.5181193,0.0,0.0,2.3162117,1.72385,1.06012,0.62546486,0.0,0.09145689,0.0,0.5381751,0.6987736,0.0,0.0,1.1336848,0.0,2.4719696,0.43413287,0.0,0.62572706,0.88898754,0.0,0.84645903,2.354018,0.0,0.0,0.0,0.0,0.91711444,2.1425407,0.5602064,2.7459981,0.7666859,2.1051843,0.0,0.0,1.3761227,0.0,1.5826253,2.2078495,0.21249779,0.6386765,0.0,1.3563597,0.0,1.9138073,0.9542409
173,0.0,0.8165022,1.7818493,0.0,0.7257061,0.0,0.23898056,1.4947419,0.3800083,0.056779515,0.0,0.0,0.6794264,1.8382994,1.249549,0.61987484,0.0,1.1461858,0.0,0.0,1.6140869,1.9648424,0.28799373,0.33879885,0.0,0.041658543,0.0,0.36671543,1.0985872,0.0,0.0,0.5104241,0.0,2.4420092,0.0,0.0,0.3571073,0.4229498,0.0,0.6972703,1.2416391,0.0,0.0,0.027847119,0.0,0.30917367,2.1461394,0.9108403,2.9853702,0.83458334,1.7782136,0.0,0.0,1.2734374,0.0,1.063775,1.6777788,0.16460097,0.34010485,0.0,1.3372164,0.0,1.4044535,1.3993709
195,0.0,0.04853627,1.5259321,0.0,1.5436141,0.0,0.61637414,0.040786423,1.1067264,0.38758856,0.0,0.0,0.72067076,1.0498523,1.1400344,1.5944306,0.0,1.2806383,0.7902636,0.088764206,1.394066,2.44279,0.0,0.6415125,1.1529661,1.6247017,0.0,0.0,0.09572719,0.0,0.0,0.29258975,0.0,2.3784924,0.2272077,0.40041316,0.56771195,0.73613167,0.0,0.49345148,0.6678506,0.0,0.0,0.0,0.96652377,1.2559116,2.3137689,1.8936396,3.7281654,0.34742263,2.921446,0.0,0.0,1.43907,0.0,0.61935776,0.9565617,0.70907986,1.0753973,0.30371734,2.0426733,0.0,1.3869499,1.1335702
200,0.0,1.3007716,2.2970617,0.0,1.3729218,0.0,0.0,1.6456956,0.6717988,0.4479794,0.0,0.0,1.1808016,2.8915267,1.8546687,0.95155764,0.0,1.7791704,0.41522694,0.0,2.5477,2.6256146,0.5691067,1.3326782,0.0,0.4738918,0.0,0.25644985,0.7682734,0.0,0.0,1.3365507,0.0,3.24461,0.6767918,0.0063454728,0.3448213,0.5090009,0.0,1.4017404,2.1546829,0.0,0.0,0.0,0.0,1.0920855,3.0113943,2.026985,3.6018126,0.9172998,2.7726686,0.0,0.0,1.2636029,0.0,1.6519555,1.9547997,0.30122414,0.72848326,0.0,2.001033,0.0,2.1140606,1.2698865
205,0.0,0.5123324,1.5253721,0.0,1.5042481,0.0,0.49599886,1.4987116,0.7800057,0.21699172,0.0,0.0,0.8355358,1.8948681,1.2244323,1.1974692,0.0,1.5106126,0.0,0.0,1.634991,2.4613726,0.5295806,0.53317785,0.34930885,0.10180554,0.0,0.28345987,0.8638745,0.0,0.0,0.99492866,0.0,2.7678025,0.80197805,0.39291698,0.0,0.41115418,0.0,0.9432652,0.82851607,0.0,0.0,0.0,0.0,0.5323998,3.2722805,1.3927191,3.3976092,0.8373396,2.0003295,0.0,0.0,0.889318,0.0,1.0860645,1.1226737,0.27699488,0.21118191,0.0,1.789169,0.0,1.3842032,1.6672657
213,0.0,0.020099347,2.1837523,0.0,1.4583939,0.0,0.30082083,1.4497539,0.46193627,0.0,0.0,0.0,0.42653838,2.1261425,0.81222534,2.1699536,0.0,0.4799909,0.3070338,0.4318178,1.1307942,1.8027043,0.59290683,0.14386314,0.0,0.0011767559,0.0,0.34205675,0.0,0.0,0.0,0.8505966,0.0,2.2201576,0.9251678,0.024290813,0.16168381,0.60365963,0.0,1.2615997,0.7757285,0.0,0.0,0.0,0.01035364,0.8056926,2.4380534,1.5338771,3.394177,0.56055903,2.4516125,0.0,0.0,0.78425366,0.0,0.9636208,1.604758,0.2183883,0.020500584,0.24166676,1.8581743,0.0,1.2638797,2.0755055
216,0.0,0.103910364,2.6815856,0.0,1.2924852,0.0,0.36797357,2.169294,0.97907424,0.0,0.0,0.0,0.57426655,2.6138763,1.7010286,2.305231,0.0,0.33923256,0.0,0.2167419,1.5709304,2.3045063,1.2196474,0.0,0.0,0.0,0.0,0.65110886,0.7656265,0.0,0.0,1.2474089,0.0,2.6690116,1.4515563,0.0,0.0,0.5890506,0.0,0.8342366,0.87441903,0.124843515,0.0,0.0,0.0,0.55559224,3.6721778,1.2507,4.340014,1.0446148,2.0770195,0.0,0.0,1.3430611,0.0,1.0196165,1.398797,0.14115655,0.0,0.0,1.9949108,0.0,1.5644959,2.2091038
230,0.0,0.4965866,2.348557,0.0,0.6781399,0.0,0.438038,1.8703312,0.6705636,0.06035949,0.0,0.0,0.62358445,1.9346861,1.8205916,0.7820886,0.0,0.79431766,0.0,0.09394562,1.7762337,1.9972215,0.8001666,0.63126546,0.04798515,0.25692204,0.0,0.34868395,0.9202503,0.0,0.0,1.1691778,0.0,2.0686786,0.8443059,0.0,0.0,0.46212837,0.0,0.740657,1.3038068,0.0,0.0,0.0,0.0,0.3321877,2.8815162,0.62233543,2.2436833,1.0858997,1.7067283,0.0,0.0,1.2045754,0.0,1.0705417,1.0428529,0.049952373,0.0,0.0,1.8599737,0.0,1.0995837,0.9498453
