Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120,node_121,node_122,node_123,node_124,node_125,node_126,node_127,node_128,node_129,node_130,node_131,node_132,node_133,node_134,node_135,node_136,node_137,node_138,node_139,node_140,node_141,node_142,node_143,node_144,node_145,node_146,node_147,node_148,node_149,node_150,node_151,node_152,node_153,node_154,node_155,node_156,node_157,node_158,node_159,node_160,node_161,node_162,node_163,node_164,node_165,node_166,node_167,node_168,node_169,node_170,node_171,node_172,node_173,node_174,node_175,node_176,node_177,node_178,node_179,node_180,node_181,node_182,node_183,node_184,node_185,node_186,node_187,node_188,node_189,node_190,node_191,node_192,node_193,node_194,node_195
2,0.52663803,0.14652045,0.4767473,0.0,0.34036043,0.11623654,0.15732606,0.2813383,0.0,0.23129538,0.0,0.19439001,0.17541236,0.0,0.44126374,0.09963508,0.08724412,0.250004,0.111550465,0.58777577,0.0,0.0,0.13930114,0.0,0.3491169,0.8109049,0.33979774,0.73723286,0.0,0.1124685,0.18781812,0.5700253,0.39821783,0.6743554,0.0,0.4414044,0.09812892,0.06919022,0.0,0.0,0.50180876,0.0,0.47213697,0.0,0.0,0.15870748,0.331847,0.38315126,0.008662688,0.0,0.14633353,0.44848484,0.27636427,0.019342892,0.9815653,0.09294399,0.43217033,0.03128506,0.44322103,0.53670675,0.39843842,0.02200647,0.16100878,0.014120682,0.0,0.0,0.3019409,0.0,0.10451503,0.75372344,0.4944412,0.0,0.0,0.87186515,0.20222098,0.11875941,0.0,0.0,0.83816564,0.0,0.6018282,0.0,0.71654403,0.53028166,0.15143351,0.0,0.03651136,0.1859796,0.45415178,0.514667,0.116886675,0.16632612,0.0,0.049259648,0.46176377,0.0,0.0,0.6126691,0.23211943,0.0,0.23439503,1.1240504,0.16486366,0.3615696,0.7282174,0.10196747,0.15878254,0.31882566,0.54942715,0.4367846,0.01887598,0.0,0.0,0.082248464,0.3910439,0.14880696,0.51481134,0.0,0.0,0.33471793,0.10358749,0.0,0.0,0.0,0.13482487,0.27164823,0.17891164,0.0,0.0,0.6172519,0.1370798,0.03081028,0.0,0.019940589,0.4071578,0.12903331,0.28068295,0.0,0.12472402,0.16382495,0.5361793,0.27079758,0.32423362,0.27600205,0.2541572,0.2194567,0.0,0.26620305,0.33225146,0.3775677,0.715678,0.5640925,0.0,0.4650972,0.0,0.5550704,0.44433394,0.11539681,0.8571819,0.21011418,0.48642996,0.28128996,0.10944766,0.07031506,0.0,0.14666726,0.002085884,0.78634316,0.0,0.071700335,0.45944628,0.0,0.0,0.0,0.0,0.0,0.21254547,0.054350894,0.20263875,0.0,0.0,0.13155723,0.44524762,0.0,0.0,0.7624653,0.09167163,0.109199286,0.0,0.0,0.0,0.0,0.64300746,0.35747156,0.0,0.0
5,0.61711675,0.30868754,0.53714514,0.0,0.37804785,0.12979545,0.3027455,0.28900412,0.0,0.33891833,0.0,0.35681185,0.17884135,0.0,0.5380218,0.13852848,0.041712716,0.39715174,0.0042759664,0.66665107,0.0,0.0,0.3683358,0.0,0.16229121,0.9398735,0.3022438,0.7980704,0.0,0.12106032,0.290578,0.6231227,0.4687544,0.6673942,0.0,0.48432475,0.0,0.13508698,0.0,0.0,0.61860347,0.0,0.51786584,0.0,0.0,0.0,0.42480746,0.45765182,0.0,0.0,0.10413197,0.59091717,0.31937706,0.044838853,0.907201,0.17426366,0.55450976,0.00060624443,0.46563882,0.6666762,0.527137,0.0,0.3521936,0.053287763,0.0,0.0,0.50156724,0.0,0.30116102,0.6784131,0.5969784,0.19816637,0.0,0.88686746,0.32686016,0.36898345,0.0,0.0,0.9325058,0.0,0.7762505,0.0,0.7297491,0.4660221,0.11305112,0.0,0.08141523,0.12756355,0.49659207,0.46808928,0.17927851,0.0,0.0,0.07664578,0.4748901,0.006942246,0.0,0.8090985,0.21238698,0.0,0.15149865,1.3332834,0.039855704,0.5039454,1.1527357,0.019517824,0.14793178,0.3075361,0.60534203,0.3518034,0.080575705,0.0,0.0,0.040044572,0.43231088,0.087381765,0.53077984,0.0,0.0,0.24605745,0.17008168,0.0,0.0,0.0,0.20581958,0.22978424,0.3116037,0.0,0.0,0.69088835,0.042868264,0.056809437,0.0,0.027804121,0.43945873,0.18586482,0.20430654,0.0,0.064234436,0.16453147,0.6817273,0.26669988,0.45694253,0.15588644,0.31816477,0.1889489,0.0,0.33253402,0.45571306,0.52863055,0.79296285,0.57892954,0.0,0.6672165,0.0,0.6715581,0.4200037,0.1291352,0.9271538,0.20978896,0.5716192,0.34123695,0.33365205,0.10209121,0.0,0.39373404,0.10217809,0.8583116,0.0,0.08287003,0.53055555,0.0,0.0,0.0,0.0,0.0,0.24491344,0.02113347,0.098116525,0.0,0.17473134,0.28841218,0.40837872,0.0,0.0,0.96881783,0.09747133,0.19208756,0.0,0.0,0.0,0.0,0.65275925,0.4377326,0.0,0.0
14,0.4328038,0.10661073,0.5447397,0.0,0.38786563,0.1654895,0.10682486,0.38155943,0.04173304,0.09297002,0.0,0.22863023,0.16216666,0.0,0.2174911,0.22829735,0.10767443,0.35382542,0.1711031,0.6207988,0.0,0.0,0.0,0.0,0.08655231,0.87527806,0.16657047,0.6691918,0.0,0.111727424,0.12498666,0.6822058,0.20477208,0.7483517,0.0,0.3497948,0.079429485,0.03148413,0.0,0.0,0.40831318,0.0,0.63378316,0.0,0.02520617,0.0,0.48757538,0.3349331,0.0,0.0,0.14624178,0.19452369,0.34129807,0.0,0.96832466,0.05954821,0.4122866,0.18774953,0.6263892,0.7856498,0.062261812,0.0,0.07893272,0.15680072,0.0,0.027346447,0.5671526,0.0,0.10735853,0.6430117,0.5425147,0.0,0.0,0.8751809,0.0,0.3506033,0.0,0.0,0.9819015,0.022826457,0.43614468,0.0,0.59688014,0.5948565,0.016124234,0.0,0.0,0.30683085,0.62249535,0.71204305,0.22864456,0.049483005,0.0,0.15817975,0.3416375,0.0,0.0,0.47055787,0.119676426,0.0,0.29535946,0.85651666,0.38195708,0.27416366,0.78151274,0.1313437,0.13301088,0.3318152,0.60424197,0.5387631,0.077473745,0.0,0.098993786,0.09854669,0.20457564,0.23214269,0.6492956,0.0,0.0,0.21601343,0.0,0.0,0.0,0.0,0.14543766,0.09268141,0.15303896,0.030891962,0.0,0.4535943,0.060864642,0.20282723,0.0,0.10351781,0.5089456,0.04333195,0.4358659,0.0,0.09123783,0.24596399,0.6123951,0.30279177,0.33790177,0.15184927,0.04227595,0.3176817,0.0,0.43367004,0.37191436,0.3029056,0.7183282,0.6385729,0.0,0.2859405,0.0,0.40628642,0.5017228,0.13065022,0.9945574,0.123463094,0.34919587,0.056852847,0.27211154,0.19170725,0.0,0.14260544,0.0,0.82041293,0.0,0.2035787,0.2746499,0.0,0.0,0.022477347,0.0,0.026853908,0.2000414,0.009316463,0.18021038,0.0,0.0,0.36158162,0.44559038,0.0,0.0,0.40743166,0.107431844,0.13178194,0.0,0.0,0.0,0.0,0.7459341,0.4608103,0.0,0.0
29,0.43769932,0.08510438,0.35708177,0.0,0.42069831,0.11652463,0.10454036,0.43843505,0.094331354,0.0,0.0,0.21273696,0.18305898,0.0,0.061827682,0.07618405,0.043878958,0.19017214,0.30187613,0.60686153,0.0,0.0,0.0,0.0,0.19390637,0.8016836,0.19643688,0.60753834,0.0,0.0,0.0,0.54170907,0.30688944,0.7485923,0.0,0.2744257,0.0,0.0,0.0,0.0,0.4472727,0.0,0.47497493,0.0,0.041838445,0.0,0.36869842,0.30033925,0.0,0.0,0.23660536,0.17091452,0.15655822,0.0853982,0.7607848,0.10286982,0.17771414,0.18092772,0.49389398,0.4016451,0.12147201,0.0,0.19195218,0.054877054,0.0,0.031530827,0.5547221,0.0,0.21541902,0.64634573,0.5529276,0.0,0.0,1.0115906,0.0,0.28888592,0.0,0.0,0.78317064,0.00907835,0.62650454,0.0,0.3221536,0.3680557,0.0935048,0.0,0.0,0.2261523,0.74834156,0.73742515,0.08055788,0.07917353,0.0,0.12714456,0.31622073,0.0,0.0,0.43042484,0.19785261,0.006003591,0.31610012,0.7402798,0.30536932,0.30680978,0.46490633,0.26906165,0.11075303,0.4726051,0.35594192,0.63770133,0.22195633,0.0,0.0,0.13439633,0.22718763,0.33928505,0.3834532,0.0,0.0,0.1484892,0.0,0.0,0.0,0.0,0.09968263,0.13389505,0.06263952,0.032100257,0.0,0.5909231,0.0,0.14596516,0.0,0.21023577,0.64774406,0.00076377206,0.41315654,0.0,0.21980919,0.18859854,0.66941285,0.39943147,0.40608475,0.34743977,0.21510454,0.29314724,0.0,0.31284705,0.23316722,0.23224778,0.64866686,0.3915374,0.0,0.10403251,0.0,0.39840773,0.39847255,0.1074716,0.8654773,0.047658548,0.067313336,0.119304866,0.16576602,0.0,0.0,0.095289975,0.032768205,0.7325757,0.02083722,0.10594772,0.26242968,0.0,0.0,0.038141362,0.0,0.0,0.4811003,0.024033474,0.26631936,0.0,0.0,0.106238306,0.40965882,0.0,0.0,0.40833092,0.17642717,0.37113848,0.0,0.0,0.0,0.0,0.81026816,0.5148712,0.0,0.0
31,0.22980666,0.15549278,0.4754287,0.0,0.16366777,0.13439468,0.19904388,0.44723862,0.16515873,0.122409515,0.0,0.41717488,0.12227948,0.0,0.27588445,0.19544247,0.0,0.2374342,0.14605127,0.3761798,0.0,0.0,0.07701245,0.0,0.11498133,0.68103325,0.08711209,0.50491655,0.0,0.0,0.1478053,0.5601537,0.1772529,0.62285644,0.0,0.30348063,0.0,0.0,0.0,0.0,0.3015843,0.0,0.5168861,0.0,0.024979407,0.0,0.46141073,0.20083651,0.0,0.0,0.1830529,0.14179172,0.20868535,0.09525936,0.70212847,0.066028066,0.34092075,0.14534143,0.54756856,0.59241927,0.19290516,0.0,0.21793903,0.17317711,0.0,0.0,0.61979866,0.0,0.18412103,0.53112036,0.69983953,0.032151096,0.0,0.79372424,0.0,0.46292531,0.0,0.0,0.8236927,0.0,0.4268922,0.0,0.2160123,0.2722667,0.0,0.0,0.0,0.17454961,0.5870325,0.5966696,0.22617254,0.0,0.0,0.13174917,0.3511979,0.0,0.0,0.5097433,0.10796864,0.0,0.279034,0.7658066,0.37528554,0.23046395,0.7728732,0.13625965,0.039202966,0.37860072,0.47524342,0.57312053,0.12021983,0.030206084,0.043250468,0.11404603,0.1823389,0.13775961,0.30445978,0.0,0.0,0.0,0.0590738,0.0,0.0,0.0,0.14547691,0.12418087,0.064790055,0.012800635,0.0,0.48487934,0.0,0.13995223,0.0,0.06398341,0.41561213,0.009329734,0.2732091,0.0,0.19928864,0.029711043,0.54296637,0.23232633,0.3792699,0.09052531,0.092048764,0.0303248,0.0,0.3677791,0.2842259,0.32221553,0.5735312,0.33474222,0.0,0.10857919,0.0,0.31047165,0.47516987,0.0,0.6973099,0.094806276,0.053935397,0.11071356,0.29537877,0.12999418,0.0,0.27155483,0.09013305,0.7514652,0.00082722143,0.100683205,0.1817125,0.0,0.0,0.0,0.0,0.01381854,0.3423617,0.0,0.16197982,0.0,0.049015146,0.37885374,0.31886598,0.0,0.0,0.42775595,0.15720107,0.14845958,0.0,0.0,0.0,0.0,0.75584614,0.27058807,0.0,0.0
37,0.41954166,0.0,0.5341343,0.0,0.21963963,0.14751075,0.25658315,0.41680306,0.16742209,0.2555212,0.0,0.39441407,0.09714586,0.015054817,0.22703165,0.13488814,0.0,0.28324634,0.053478606,0.4820317,0.0,0.0,0.0,0.0,0.06228955,0.76673925,0.23006201,0.62166727,0.0,0.0,0.023759224,0.6167932,0.3121812,0.6792457,0.0,0.33190507,0.0,0.0,0.0,0.0,0.3899405,0.0,0.56428474,0.0,0.032587994,0.0,0.37098512,0.35559437,0.009905813,0.0,0.14096148,0.1192155,0.23309144,0.08943243,0.87061715,0.0,0.4894397,0.109821334,0.65037286,0.60347486,0.055887558,0.0,0.21390656,0.13366011,0.0,0.020525992,0.56338435,0.0,0.42082468,0.59460074,0.6960404,0.0,0.0,0.9489833,0.0,0.40100822,0.0,0.0,0.87293285,0.0,0.45637345,0.0,0.35229748,0.31830075,0.09858904,0.0,0.0,0.22894615,0.7298935,0.7430491,0.20234141,0.049707193,0.0,0.09068176,0.42334792,0.0,0.0,0.6781682,0.13557598,0.0,0.3025932,0.9432161,0.25335371,0.3164227,0.6940593,0.029753108,0.11404783,0.5645627,0.4389305,0.5329286,0.1860171,0.0,0.04829487,0.022085657,0.31732494,0.22163238,0.3457254,0.0,0.0,0.11851209,0.016643275,0.0,0.0,0.0,0.10558497,0.24246289,0.03850605,0.0,0.0,0.5654712,0.0,0.07517612,0.0,0.17620572,0.5847298,0.0,0.29258427,0.0,0.22745763,0.10042756,0.75116336,0.4273556,0.5147435,0.18103884,0.11456423,0.2359155,0.0,0.37099773,0.4049592,0.30852166,0.69911945,0.3852567,0.0,0.06001713,0.0,0.32099867,0.5294985,0.041702848,0.8093804,0.20808883,0.21272525,0.14928344,0.26814076,0.061972387,0.0,0.19533235,0.0982745,0.8769018,0.0,0.18447785,0.27936408,0.0,0.0,0.0,0.0,0.0,0.45829943,0.05656455,0.16543204,0.0,0.003822188,0.24005684,0.4042209,0.0,0.0,0.53761405,0.15733606,0.26759675,0.0,0.0,0.0,0.0,0.81409955,0.47817856,0.0,0.0
39,0.4196109,0.06433361,0.6505516,0.0,0.4616025,0.23112242,0.26745772,0.38411465,0.01753076,0.09328243,0.0,0.3030265,0.1678958,0.0,0.43504512,0.20795736,0.0,0.28080788,0.17060268,0.7618538,0.0,0.0,0.0,0.0,0.2343466,0.8886757,0.27990332,0.89455724,0.0,0.043414343,0.18684793,0.6620758,0.31825325,0.7217212,0.0,0.33257794,0.021192754,0.07234151,0.0,0.0,0.4178047,0.0,0.5973093,0.0,0.0,0.22636661,0.46416286,0.280812,0.0,0.0,0.20983861,0.34391266,0.50790876,0.18114302,1.0229526,0.008718875,0.47892353,0.13932471,0.5392032,0.6683911,0.33686295,0.0,0.25508502,0.11161524,0.0,0.10490551,0.3650236,0.0,0.16991633,0.7706258,0.43117478,0.038035914,0.0,1.0023677,0.13987796,0.32080007,0.0,0.0,0.92706674,0.0,0.45107597,0.0,0.6745684,0.50872034,0.13399504,0.0,0.035460826,0.17745194,0.5882522,0.65428025,0.21852884,0.06125551,0.0,0.14141662,0.5181844,0.0,0.0,0.57296735,0.12408434,0.013632493,0.43646842,1.1557248,0.26337543,0.36712816,0.8738529,0.1782756,0.17839126,0.43075958,0.54965943,0.57212955,0.0708977,0.0,0.011985079,0.07524002,0.23889646,0.2864778,0.5500447,0.0,0.0,0.35846817,0.081813164,0.0,0.049194377,0.0,0.11332155,0.40377465,0.11815524,0.0,0.0,0.6310543,0.059975274,0.17354554,0.0,0.12348429,0.4145403,0.0,0.37797537,0.0,0.15018302,0.3069692,0.55968505,0.2657577,0.26523438,0.2707317,0.26556608,0.18829413,0.0,0.4003382,0.31385866,0.3826526,0.8168875,0.583222,0.0,0.35937786,0.0,0.5963257,0.6189355,0.0,0.919205,0.18373446,0.4999527,0.26896816,0.24247937,0.08213188,0.0,0.1652427,0.05019803,0.8810555,0.024367558,0.15391652,0.32042202,0.0,0.0,0.0,0.0,0.07119181,0.277267,0.10074182,0.20455799,0.0,0.036329683,0.33263645,0.5492719,0.0,0.0,0.53865546,0.007996347,0.20731,0.0,0.0,0.0,0.0,0.77348024,0.4089309,0.0,0.0
40,0.417549,0.0,0.46562588,0.0,0.20190449,0.1422655,0.17969966,0.19398841,0.012829633,0.11590267,0.0,0.13574761,0.14817464,0.0,0.2559315,0.039393164,0.14674017,0.18614483,0.0,0.44633985,0.0,0.0,0.09401796,0.0,0.15496874,0.6964408,0.19211802,0.5601339,0.0,0.053966213,0.068211846,0.58715534,0.2629838,0.6015416,0.0,0.39577144,0.020930333,0.041278362,0.0,0.0,0.33716142,0.0,0.47415864,0.0,0.0,0.0,0.2489767,0.23363625,0.0,0.0,0.065053545,0.20984508,0.26471576,0.009438094,0.9202241,0.0,0.38746378,0.16226718,0.55548155,0.51675117,0.13952982,0.0,0.06147896,0.08660279,0.0,0.0,0.3385248,0.0,0.12760659,0.54577416,0.43631524,0.0,0.0,0.7764143,0.0,0.18518023,0.0,0.0,0.81407887,0.0,0.33119518,0.0,0.47546798,0.39311785,0.0,0.0,0.012256501,0.1526241,0.42347,0.65506685,0.19364636,0.095959716,0.0,0.021844538,0.3540317,0.0,0.0,0.4392256,0.05723686,0.0,0.15769131,0.8595075,0.18452978,0.19845232,0.5213403,0.0,0.07619861,0.39511147,0.5016876,0.33715364,0.017346865,0.0,0.04387647,0.004656431,0.25962418,0.21546444,0.40073204,0.0,0.0,0.19955409,0.07704834,0.0,0.0,0.0,0.07752705,0.18978871,0.14665543,0.0,0.0,0.42240134,0.042000532,0.09786111,0.0,0.14785802,0.37238488,0.003329041,0.25879166,0.0,0.08260715,0.15909141,0.4973896,0.2637744,0.3256808,0.20732076,0.09802827,0.20917556,0.0,0.3498389,0.31514955,0.24084254,0.54015183,0.36655825,0.0,0.20681828,0.0,0.40833116,0.44941592,0.07093029,0.7456036,0.1359906,0.26974574,0.13588561,0.16431233,0.025955722,0.0,0.1659576,0.0,0.681343,0.0,0.14734323,0.23045157,0.0,0.0,0.022460192,0.0,0.0,0.28258187,0.046214156,0.22273731,0.0,0.0,0.2294032,0.26997903,0.0,0.0,0.4758445,0.0625173,0.26965526,0.0,0.0,0.0,0.0,0.6123677,0.40499896,0.0,0.0
46,0.32675517,0.18449336,0.56773794,0.0,0.39454097,0.22620706,0.34470907,0.7669226,0.15036677,0.10737354,0.0,0.59158605,0.015236208,0.02194127,0.18925352,0.035985827,0.0,0.3070701,0.28270277,0.5623151,0.0,0.0,0.07780585,0.0,0.2626192,0.7320715,0.12093481,0.75149184,0.0,0.0,0.064901054,0.60198396,0.21830308,0.70304817,0.0,0.34024352,0.0,0.0,0.0,0.0,0.2980149,0.0,0.49280435,0.0,0.003329244,0.0,0.5786133,0.44089106,0.055128366,0.0,0.35515034,0.29119572,0.023715818,0.15549536,0.8675921,0.14596044,0.41508046,0.2597746,0.6662126,0.6624605,0.2615306,0.0,0.52886236,0.0076085674,0.0,0.049456067,0.5638535,0.0,0.41753572,0.6325367,0.7952387,0.0,0.0,1.0595462,0.0,0.54546165,0.0,0.0,0.86806035,0.0,0.74537504,0.15513685,0.31374335,0.3209066,0.23671362,0.0,0.0,0.31700295,0.8642196,0.6584729,0.169852,0.0,0.0,0.29429957,0.27313393,0.0,0.0,0.7990625,0.54444325,0.0005124267,0.35256895,1.066164,0.46968412,0.22911935,1.0540136,0.48911095,0.1428092,0.52643734,0.1918289,0.52597183,0.3941737,0.0,0.13783789,0.023161272,0.40238363,0.19603924,0.38122037,0.0,0.0,0.036028113,0.0,0.0,0.0,0.0,0.1622138,0.14874823,0.0,0.0,0.0,0.70605224,0.0,0.3087646,0.062029243,0.10979529,0.35548216,0.086845845,0.35972944,0.0,0.29510784,0.0,0.90308785,0.44106895,0.49647745,0.21269612,0.31526795,0.19270842,0.0,0.2333327,0.29847106,0.34933838,0.61949456,0.4495944,0.0,0.0,0.0,0.3830254,0.61542565,0.0,0.6463224,0.2807178,0.0,0.13253933,0.2468528,0.0,0.0,0.3233663,0.10005106,0.828325,0.0,0.0,0.3875375,0.0,0.10099889,0.0,0.0,0.0,0.5724158,0.15846029,0.13866624,0.0,0.0,0.41770825,0.4434308,0.0,0.0,0.341722,0.20746224,0.30065283,0.0,0.0,0.0,0.0,0.8492169,0.482973,0.0,0.0
57,0.5598591,0.14939831,0.60399354,0.0,0.35108817,0.12509471,0.1396625,0.22183631,0.0,0.17369863,0.0,0.30099598,0.17789832,0.0,0.40523666,0.12332146,0.03232643,0.36180335,0.0,0.5918003,0.0,0.0,0.21045871,0.0,0.1255667,0.804471,0.23761255,0.7626429,0.0,0.17847978,0.17043142,0.66371006,0.44251677,0.6253116,0.0,0.4041378,0.044925865,0.09880346,0.0,0.0,0.53723234,0.0,0.5565123,0.0,0.0,0.11173423,0.33213535,0.38962626,0.023484264,0.0,0.08583335,0.35411522,0.3036314,0.0505708,0.9897542,0.09621217,0.4207285,0.036580693,0.46018672,0.6539265,0.28078645,0.0,0.15136373,0.0,0.0,0.059362866,0.3502818,0.0,0.23285544,0.6778518,0.5533328,0.10749678,0.0,0.8648363,0.1445115,0.23754723,0.0,0.0,0.91259307,0.0,0.5513346,0.0,0.65153587,0.49879634,0.09038435,0.0,0.027744636,0.16934733,0.51144737,0.46305108,0.14359362,0.09610622,0.0,0.059727486,0.4827308,0.0,0.0,0.6391956,0.08339323,0.0,0.22383033,1.1468632,0.030739386,0.43949094,0.84544516,0.0,0.12611538,0.3365397,0.6173,0.37254333,0.06367963,0.0,0.0,0.0,0.3025635,0.16987562,0.5523656,0.0,0.0,0.32957247,0.15055342,0.0,0.0,0.0,0.21502739,0.20351517,0.20126943,0.0,0.0,0.59540236,0.030734822,0.0852364,0.0,0.041642576,0.45683765,0.1275319,0.20158386,0.0,0.0668423,0.20299578,0.64690906,0.21984111,0.41349113,0.1482287,0.19194426,0.26820436,0.0,0.3026758,0.3983304,0.48122042,0.7579615,0.61938477,0.0,0.4747829,0.0,0.50638545,0.290176,0.100933,0.8528389,0.23289433,0.5319396,0.24349424,0.2674111,0.08192028,0.0,0.22746082,0.0,0.79372853,0.0,0.1294842,0.4704397,0.0,0.0,0.037706375,0.0,0.0019151568,0.22798027,0.0,0.053536393,0.0,0.082328096,0.3085388,0.48816755,0.0,0.0,0.6843207,0.08105399,0.17586702,0.0,0.0,0.0,0.0,0.6611911,0.3904355,0.0,0.0
