Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63
61,0.0,0.22732756,2.4270163,0.0,1.5933405,0.048599467,0.40339142,0.6778764,1.280951,0.68733495,0.0,0.0,0.83787644,2.1488452,1.1737213,2.0892725,0.0,1.2155782,1.5353,0.6963793,1.4993657,2.4344134,0.3393415,1.3778808,1.2282313,1.5764949,0.0,0.0,0.0,0.0,0.0,0.4527523,0.0,2.0274446,0.8969013,0.702952,0.44551384,0.91507643,0.0,1.3742863,1.5871575,0.0,0.0,0.0,0.4295137,1.7464659,2.049554,2.4499454,3.378787,0.23270999,4.0971146,0.0,0.0,0.98102796,0.0,0.7910239,1.6755697,0.5422559,1.5046134,0.0,2.4545708,0.0,1.4764831,1.4784609
84,0.0,0.7075309,1.5617507,0.0,1.8580836,0.034150615,0.8636734,0.12273549,0.6496246,0.9915234,0.0,0.0,0.9604749,0.424752,1.2637848,1.424222,0.0,2.8019106,2.2378197,0.0,1.3675463,2.810662,0.0,1.9501646,2.7036405,2.5008557,0.0,0.0,0.3990812,0.0,0.0,0.43499795,0.0,2.741418,0.0,0.99035984,1.5502993,0.75072366,0.0,1.1619493,1.425955,0.0,0.08451271,0.0,0.55314994,1.3791956,2.4544497,2.7046974,3.0432494,0.16303626,4.650924,0.0,0.0,1.5079771,0.0,0.44251412,1.224866,0.7606325,2.1169071,0.43078306,2.2466028,0.0,1.142786,1.8196942
110,0.0,0.532217,1.7055929,0.0,1.5674688,0.0,0.23123638,0.5006609,0.2763553,0.7885778,0.0,0.0,0.9991386,1.7801957,0.96947694,1.4030505,0.0,2.3123958,1.249846,0.0,1.6806086,2.5001502,0.0,1.7691892,1.4699305,1.2355125,0.0,0.0,0.0,0.0,0.0,0.5377567,0.0,2.736608,0.5161971,0.8938617,0.6800344,0.49966586,0.0,1.8458054,1.4347981,0.0,0.0,0.0,0.0,1.1490052,2.072406,2.8668554,2.5705595,0.5705303,3.4105797,0.0,0.0,0.36763805,0.0,0.92473936,1.7463824,0.7043181,1.2145281,0.0,2.3486333,0.0,1.3278053,1.5622528
128,0.0,0.19034143,2.0274394,0.0,1.4475194,0.0,0.3439163,0.9222589,0.84396374,0.9491412,0.0,0.0,1.0366702,1.5666562,1.3246491,1.7343621,0.0,2.0565674,0.8404557,0.0,1.5000883,3.3829346,0.0,1.5129406,1.969486,1.581337,0.0,0.022781119,0.16015536,0.0,0.0,0.10961723,0.0,2.920798,0.3109646,1.1114371,0.35921043,0.4009938,0.0,1.4304491,0.96720356,0.0,0.0,0.0,0.0,1.0372572,3.0254192,3.060261,3.9835389,0.61591214,3.825535,0.0,0.0,0.7270831,0.0,0.24632941,1.4797127,0.5970917,1.598578,0.0,2.6043394,0.0,1.3914113,2.235806
134,0.0,0.5357482,1.6849127,0.0,1.2546195,0.0,0.34043217,0.4992488,0.5396546,0.9731095,0.0,0.0,0.9253249,1.2675247,1.2013581,0.9314386,0.0,2.4532516,1.0035852,0.0,1.7606314,2.9800897,0.0,1.6817814,2.1380112,1.9786414,0.0,0.0,0.010251654,0.0,0.0,0.087620065,0.0,2.849547,0.031037835,1.2213073,0.624305,0.6126233,0.0,1.3251983,1.3534793,0.0,0.0,0.0,0.0,0.7645122,2.2033277,2.7713308,2.5879989,0.6977412,3.5775445,0.0,0.0,0.77132756,0.0,0.52100337,1.1261696,0.6101594,1.6925714,0.027410131,2.4834566,0.0,1.3425624,1.4399148
146,0.0,0.4654605,2.2277474,0.0,1.4179828,0.017635522,0.57656103,0.71729654,0.7689191,0.7842474,0.0,0.0,0.9836854,1.2161944,1.1228938,1.4706062,0.0,2.1327176,1.525429,0.0,1.7380937,2.8589294,0.0,1.785641,2.119813,1.9013815,0.0,0.0,0.0,0.0,0.0,0.21387064,0.0,2.36965,0.27952802,1.07486,0.86607915,0.8168021,0.0,1.190783,1.3507553,0.0,0.0,0.0,0.0,1.1515391,2.074228,2.690618,3.0958438,0.5183195,4.433965,0.0,0.0,0.9724779,0.0,0.34936202,1.6510373,0.5107994,1.7242297,0.0,2.3929455,0.0,1.4079438,2.1062436
177,0.0,0.8815153,1.4508935,0.0,1.9860448,0.0,0.7325349,1.0812285,0.57268274,0.73102236,0.0,0.0,1.022237,1.1371667,0.7870543,1.191451,0.0,2.2998154,1.3832868,0.0,1.41332,2.2363987,0.32911637,1.6184199,1.5464247,0.8612808,0.0,0.30485147,0.6847444,0.0,0.0,1.0118521,0.0,2.4318452,0.56617516,1.0326508,1.0109104,0.5975198,0.0,1.2466512,1.4328067,0.0,0.062373187,0.0,0.0,1.1566068,2.5810575,1.8618282,2.6373582,0.4066553,3.477354,0.0,0.0,0.64443463,0.0,0.81327355,1.517915,0.62781185,1.3449389,0.035518322,1.7392834,0.0,0.9817745,1.9405016
179,0.0,0.27063438,2.2927449,0.0,1.5201185,0.054923862,0.24879122,0.56901,0.39712462,0.9499503,0.0,0.0,0.89235723,1.4971881,1.0508353,1.0070573,0.0,1.7906678,1.2754153,0.0,1.8006979,2.6695466,0.0,1.8622795,1.9391192,1.9880509,0.0,0.0,0.0,0.0,0.0,0.25531587,0.0,2.6383746,0.30697682,1.072927,1.1983094,0.9476572,0.0,1.7578388,1.6616634,0.0,0.0,0.0,0.0,1.6455415,1.9731568,2.700274,2.692589,0.22881459,3.8785295,0.0,0.0,0.7546713,0.0,0.617971,1.768069,0.85692585,1.8854045,0.0,2.534442,0.0,1.4724538,1.3956549
181,0.0,0.6484895,1.6606554,0.0,1.7702663,0.0,0.70967656,0.7854806,0.4442552,1.0451018,0.0,0.0,1.0683744,1.1720059,0.97565883,0.7736683,0.0,2.1622128,1.3560793,0.0,1.7880491,2.5850616,0.03625831,2.0477326,2.1029663,1.591649,0.0,0.0,0.09915542,0.0,0.0,0.70370924,0.0,2.4330697,0.5814697,1.3775295,1.0602729,0.8334738,0.0,1.4559685,1.5540203,0.0,0.12668376,0.0,0.0,1.2155299,2.4927716,2.2822857,2.144713,0.34822243,3.5495694,0.0,0.0,0.55516326,0.0,0.71046704,1.2678084,0.8419927,1.6140047,0.0,2.354584,0.0,1.0791641,1.3800973
184,0.0,0.88315445,1.2864385,0.0,1.6272709,0.0,0.5419929,0.5576415,0.26095825,0.87360173,0.0,0.0,1.1335036,1.1583819,1.0926578,0.7411858,0.0,2.5359936,0.89269614,0.0,1.5983355,2.7844834,0.0,1.4311451,1.5465971,1.4548861,0.0,0.0,0.36386707,0.0,0.0,0.5007243,0.0,2.9066808,0.3351213,0.778466,0.80523264,0.72901565,0.0,1.4029565,1.4094058,0.0,0.10624203,0.0,0.0,0.77272975,2.4150937,2.209503,2.1491926,0.7005395,3.012539,0.0,0.0,0.7138259,0.0,0.8520928,1.185311,0.66171,1.1630274,0.09963669,2.1498852,0.0,1.3961426,1.3406447
