Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
3,0.9984629,1.5467368e-10,0.00020238444,3.2122728e-06,7.384473e-05,1.2260501e-05,0.00090834766,2.6304573e-05,9.000986e-06,0.00030174985
10,0.99969256,1.3592454e-12,1.0755868e-05,8.652705e-09,7.14185e-07,0.00011310706,0.00017796173,5.404469e-07,8.9771845e-08,4.173262e-06
13,0.999908,1.1834018e-12,4.294202e-05,3.042907e-08,1.0342204e-06,1.1396411e-05,2.8917777e-05,8.472772e-07,9.592626e-07,5.8521036e-06
25,0.99934906,1.3374618e-13,2.4804942e-06,1.7995803e-09,0.00013231876,1.3262822e-07,0.00047920147,2.2107305e-07,2.5697866e-06,3.399381e-05
28,0.9995819,6.3272055e-13,0.00038468407,4.2752472e-08,7.182148e-07,3.5255005e-06,2.7783895e-05,4.3334484e-07,3.442317e-07,5.5213513e-07
55,0.9949255,1.6253887e-09,0.000119333905,1.903439e-05,1.4073164e-06,0.0034452733,0.0011471793,3.435168e-07,0.00030411372,3.7866786e-05
69,0.9993405,4.325705e-11,2.3495924e-05,1.6908203e-07,6.830717e-06,8.383145e-05,0.00029806694,5.8680325e-05,1.8358992e-06,0.00018666041
71,0.99996436,1.1155159e-14,9.0025225e-07,1.8604678e-10,3.9621773e-07,6.495644e-07,3.2268883e-05,7.658167e-08,2.454359e-08,1.4344919e-06
101,0.9998036,4.881421e-14,1.992954e-06,2.8563812e-10,1.0591992e-06,2.1620915e-06,0.0001906715,1.2843312e-08,8.754158e-08,3.8440643e-07
126,0.99206984,1.1982494e-08,0.00027062267,0.00022095205,5.702502e-06,0.002990027,0.00043208525,5.7396115e-05,5.535582e-05,0.0038981205
136,0.9986356,6.546157e-11,8.997518e-05,3.0349696e-07,2.5202582e-06,0.0010241345,0.00019238338,1.1281848e-05,7.0919655e-06,3.6684145e-05
148,0.9983375,8.605409e-11,3.9615457e-05,3.8311828e-07,6.3083266e-06,0.00021230619,0.0013783909,9.18854e-07,4.8022075e-06,1.9682817e-05
157,0.99760973,1.0818002e-09,0.00029935242,6.204465e-06,2.4986999e-05,0.00073096843,0.0002897527,0.00015984489,3.9130453e-05,0.0008399398
183,0.9992667,5.306193e-13,8.841009e-06,4.0950408e-09,3.6455183e-06,6.5642935e-06,0.0007122233,2.3417707e-07,6.5434854e-08,1.6977569e-06
188,0.99997497,3.4262374e-14,4.189712e-06,1.7099655e-09,3.434715e-08,1.12829175e-05,9.112992e-06,1.7441592e-07,4.2622133e-08,2.4264673e-07
192,0.9990606,1.5793067e-11,0.00013753666,2.8300988e-07,2.1315514e-05,1.0145345e-05,0.0007624329,2.5570372e-07,1.9594765e-06,5.4406755e-06
194,0.9993291,3.968794e-11,8.920034e-05,8.2808805e-07,3.1855538e-07,0.00047907652,2.5392026e-05,1.5574487e-05,2.6139867e-06,5.7886165e-05
215,0.8394131,3.3180307e-08,0.035648026,0.0006794145,0.001696151,0.0052310717,4.9154256e-05,0.101081505,0.0004920214,0.015709499
246,0.99988985,7.8306787e-14,6.5881045e-06,9.1499475e-10,4.2492715e-07,7.807628e-07,0.000101673475,6.9641297e-09,1.0427518e-07,5.170315e-07
269,0.99795604,6.331242e-10,0.00031118817,2.5460763e-06,5.136988e-05,5.87949e-05,0.0007545639,0.00020688957,5.2303863e-06,0.00065333646
271,0.9994411,1.37999065e-11,2.2153497e-05,2.8856815e-07,9.472607e-06,0.00011978375,0.00033171527,7.4055465e-06,5.5578903e-07,6.74696e-05
294,0.99776375,1.0358775e-10,0.0013106685,2.397888e-06,8.4540386e-07,0.00080173137,0.000104678475,6.494736e-06,4.039132e-06,5.416824e-06
296,0.99983776,3.383237e-13,5.8409183e-05,6.4188974e-09,7.852913e-07,2.1430062e-06,9.972798e-05,1.2632462e-07,6.072136e-08,8.9724836e-07
297,0.9997023,8.275456e-12,2.3968656e-05,1.03472516e-07,1.2717237e-06,5.440628e-05,0.00019802128,9.10765e-06,2.5825426e-07,1.0437989e-05
305,0.99104136,2.201866e-10,0.00086759485,1.320157e-06,2.0041443e-07,0.00710066,0.000981759,2.232561e-07,5.72478e-06,1.1035953e-06
311,0.9999496,8.985576e-15,6.3775957e-07,5.235179e-10,2.5492752e-06,1.0192229e-07,3.7128382e-05,3.065947e-08,3.290434e-07,9.643038e-06
312,0.99948007,2.7304732e-12,1.23437485e-05,2.3615408e-08,3.538336e-05,3.5125672e-06,0.00020016011,1.9444283e-06,4.545543e-06,0.00026197376
324,0.6138219,7.809111e-06,0.0065240315,0.06151969,0.0017063321,0.030099845,0.0013235504,0.03836933,0.009173353,0.23745401
327,0.99892765,2.4962267e-12,6.208847e-06,2.5343713e-08,4.9693495e-05,9.6644335e-06,0.00092928746,6.5652296e-07,1.4624239e-06,7.537583e-05
346,0.99853766,7.9246704e-10,0.0002763492,0.00013658598,2.487865e-06,0.00022722156,0.00014160945,9.694518e-07,0.00040585967,0.00027131883
365,0.997761,6.625973e-10,0.00041068188,5.0810904e-06,2.8906088e-05,0.00060906715,0.0010450359,4.2684574e-06,6.920779e-05,6.673585e-05
372,0.9990324,4.3166193e-10,0.0003606984,6.170734e-05,5.1845254e-06,0.00016205103,0.00020534168,2.097436e-06,2.6574491e-05,0.0001439482
380,0.9925787,2.5488483e-11,3.0242792e-05,1.8723071e-08,8.410583e-06,0.00032935126,0.0070497827,1.336145e-07,8.9061433e-07,2.451862e-06
407,0.99988747,1.4175122e-12,5.401318e-05,1.0195037e-07,2.0385262e-07,3.758474e-05,5.448093e-06,4.8338047e-06,3.112475e-07,9.935297e-06
424,0.9992379,5.404741e-13,6.407844e-07,2.1766646e-09,5.000281e-07,0.00017357801,0.0005843998,1.6227932e-07,2.0196824e-08,2.8114287e-06
440,0.9999901,7.170067e-15,1.4826652e-06,1.1883279e-09,8.632237e-08,4.2411423e-07,6.4208584e-06,2.3689519e-07,1.0330621e-08,1.2082018e-06
441,0.99780947,3.58745e-11,8.325814e-05,2.5864932e-07,4.0593422e-05,1.9494628e-05,0.002020858,9.990043e-07,4.1396793e-06,2.11098e-05
443,0.99093425,2.9906698e-08,0.0025344396,0.00021466568,0.00010437902,0.0017740956,0.0030949113,1.1111316e-05,0.00094084843,0.0003912502
459,0.9996517,1.7603858e-12,3.7255846e-05,4.1070396e-09,5.4808597e-06,2.2604248e-05,0.00027750205,3.8618805e-07,1.5948737e-06,3.5188234e-06
485,0.9968868,4.435314e-10,5.975228e-05,1.3598914e-06,9.608123e-06,0.001963842,0.00085213245,3.1670766e-05,3.7030143e-06,0.00019117922
490,0.61388606,3.742961e-08,0.009323039,1.4133914e-05,0.21142139,8.53269e-05,0.16341509,0.0006618001,0.000107586224,0.0010856388
498,0.97919923,5.506056e-09,0.0011614108,1.9235953e-05,0.0028639517,0.00050943304,0.00050790276,0.00040173452,0.0028214036,0.012515588
525,0.9997938,3.070457e-14,4.3724887e-07,3.3030984e-10,9.2003205e-07,2.3589373e-06,0.0002013646,3.896729e-08,2.0480183e-08,1.0819494e-06
545,0.9776007,1.3171421e-08,0.0005694338,7.920204e-05,0.00011613502,0.009040319,0.00029676882,0.0014143474,8.422824e-05,0.010798759
546,0.99948597,1.5217989e-13,1.1740152e-06,5.622743e-10,5.0896875e-07,5.7014986e-06,0.00050625595,1.1506358e-08,2.5226134e-08,2.9065978e-07
552,0.63967323,7.08912e-08,5.1858833e-06,4.8820886e-05,0.0010297622,0.0026118895,0.014225338,8.3725776e-05,0.002367684,0.3399543
561,0.9947366,2.1982134e-09,0.00047940537,1.2748604e-05,0.00031998055,0.00010185533,0.0014457818,0.0013746655,3.9867457e-05,0.0014891288
564,0.9996604,3.3714843e-11,0.00012872607,3.1175898e-07,8.9332246e-07,0.00011238389,7.145694e-05,8.0998625e-06,1.4753871e-06,1.6257522e-05
567,0.98635095,3.4778116e-09,0.011296071,8.885056e-05,4.4662447e-06,0.0018712028,9.255046e-05,0.00017704538,1.8151484e-05,0.0001006657
581,0.99976796,1.1221426e-13,1.7054957e-06,2.3041877e-09,1.022815e-06,6.37704e-07,0.00022686562,2.717298e-08,3.9462318e-08,1.671539e-06
586,0.99926525,1.24736645e-11,3.5073223e-05,2.4291463e-08,7.795421e-06,3.0614145e-05,0.0006503973,2.4827722e-07,1.7820113e-06,8.933557e-06
592,0.9999455,2.1948667e-13,5.518367e-06,3.7731334e-09,1.7486453e-06,1.8216984e-06,3.37391e-05,4.0489195e-07,2.990213e-07,1.0868324e-05
597,0.99421084,3.0262992e-10,0.00011730764,1.1814191e-06,0.00066384935,0.00013971233,0.00060931547,0.0012611495,1.9493139e-06,0.00299467
608,0.9993968,6.235428e-11,0.00010930775,1.625174e-06,6.6568646e-07,0.00034147222,0.000113494934,3.0594606e-06,8.996864e-07,3.25903e-05
611,0.99861693,5.5467534e-13,5.38381e-07,3.8735366e-09,9.745814e-06,5.4366365e-06,0.0013262911,9.816342e-08,1.1248692e-06,3.975164e-05
620,0.99766856,1.0952196e-10,0.0001539512,7.985427e-07,4.3881948e-05,0.00036746357,0.0017289063,2.8437005e-06,1.0762978e-05,2.288959e-05
642,0.9974648,1.6735814e-10,5.367746e-05,6.612844e-07,2.6368627e-05,0.000846164,0.0015039078,8.000085e-05,1.1492566e-06,2.3274824e-05
644,0.99873215,4.6246142e-11,0.00087345636,5.606767e-07,7.227981e-05,1.653584e-05,0.00019131496,3.2840875e-05,3.4759018e-06,7.7512675e-05
656,0.99998236,1.1473522e-14,8.785738e-07,8.8399854e-10,3.3923556e-08,5.141097e-06,1.1139646e-05,1.6850297e-08,1.6377378e-08,5.0946926e-07
661,0.9854488,2.1547136e-08,0.00021958021,0.0004560055,4.6404184e-05,0.0004481207,0.012770246,2.0299174e-06,0.00012775951,0.00048099193
701,0.99944574,4.0936927e-11,3.342613e-05,1.8278533e-06,4.1238677e-06,2.0058078e-05,0.00044006068,6.626691e-07,4.532505e-06,4.9540926e-05
704,0.99833304,1.5649328e-10,0.00097086653,3.0647295e-06,4.277528e-06,0.00010952305,0.0005656982,9.1144113e-07,5.5692467e-06,7.0587766e-06
713,0.99721307,7.427152e-10,0.0009024319,1.0519352e-05,1.3780384e-06,0.0015536346,3.198099e-05,3.770647e-05,2.123764e-05,0.0002280911
717,0.5672944,9.095656e-07,0.0033590554,0.0002619143,0.011273473,0.0014927583,0.40402478,0.0043740356,5.0905408e-05,0.0078677805
721,0.99481696,9.485436e-10,0.0009865091,2.981772e-06,2.6654434e-06,0.0014403199,0.0027038704,1.1343966e-05,2.0326609e-06,3.3415206e-05
723,0.99687177,3.4089084e-10,0.00015095757,8.2534314e-07,0.00011379693,0.0005449292,0.0021360766,8.3548075e-05,5.6008e-06,9.249657e-05
742,0.99995935,8.9049326e-14,6.5890463e-06,2.5355318e-09,4.3507075e-07,5.526559e-06,2.377974e-05,6.913791e-07,3.5240344e-08,3.5440949e-06
750,0.99271727,9.629862e-12,6.097727e-06,2.286729e-09,6.5268255e-06,9.229927e-05,0.007176048,9.973826e-08,5.949374e-07,1.0373368e-06
763,0.9982395,1.7799934e-10,0.0013842895,9.595219e-06,2.1500903e-06,5.5486526e-05,5.4597745e-05,9.8582044e-05,3.714477e-06,0.0001520443
794,0.99920326,2.0044877e-12,1.3226192e-05,1.5005995e-08,1.1952961e-05,3.4029729e-06,0.0007604876,1.229583e-07,8.7555327e-07,6.665348e-06
804,0.99778146,4.362913e-11,1.3425278e-05,4.3434926e-07,3.6124737e-05,4.5500387e-06,0.00042703666,5.2918717e-06,1.1334818e-05,0.0017203597
821,0.99637944,3.368485e-11,2.0804107e-06,7.910971e-09,1.1263538e-06,0.0012151212,0.002386441,4.6367015e-07,2.7454757e-07,1.51683225e-05
845,0.99903464,4.9467275e-10,0.000191115,1.4853175e-05,9.074521e-07,0.0005421769,7.217646e-05,1.278491e-05,4.1481893e-05,8.977948e-05
851,0.989403,1.961793e-09,0.00038943524,2.0072532e-05,8.2225e-06,0.00049106,0.0096319625,1.8980018e-07,4.5511682e-05,1.05175395e-05
854,0.999845,7.927682e-13,6.680693e-06,4.236307e-09,2.106922e-06,4.8860825e-06,0.00013289218,1.4913074e-07,7.306174e-07,7.5320786e-06
871,0.99975926,3.4535898e-14,1.4523177e-06,2.53857e-10,1.4033602e-06,2.0314953e-06,0.00023509908,5.869486e-08,3.4323502e-08,5.4626446e-07
884,0.9993149,7.6607616e-11,6.9575784e-05,3.576454e-07,3.1117654e-06,0.00020177629,0.00033899752,2.8973823e-06,1.7923547e-05,5.0398536e-05
895,0.49559692,7.5689584e-08,0.4961793,8.5561216e-05,0.0007831901,0.0003173723,0.0054047094,1.4755924e-05,0.0016046967,1.3500052e-05
896,0.8891884,3.2813549e-07,0.059570033,0.0003317153,0.0048508304,0.0016584873,0.0424002,0.00040962387,0.00051830517,0.0010719677
904,0.9999361,5.2176357e-13,3.6400545e-06,1.11641585e-08,2.6763385e-07,1.2343694e-05,3.019823e-05,4.392065e-07,1.7303082e-06,1.5304096e-05
