Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63
1,0.0,1.1203866,2.3781953,0.0,0.20564574,0.5992722,0.13923343,0.32490078,0.7069392,0.41169298,0.0,0.0,0.44791558,1.1228446,2.4428573,0.0,0.0,1.2034404,1.2139884,0.10495649,3.1005862,1.9240382,0.0,1.4705168,0.96476084,2.864432,0.0,0.0,0.9722767,0.0,0.0,1.2305958,0.0,2.6189246,0.0,0.0,1.4875143,1.1971915,0.0,0.0,2.9238284,0.0,0.0,0.0,1.9867624,1.6122739,1.9161142,1.6475699,1.9265184,0.717943,3.1661372,0.0,0.0,2.8588116,0.0,1.4540291,0.4868068,0.44377863,1.5222919,0.0,2.313798,0.0,2.3346546,0.0
35,0.0,0.40068078,3.0539355,0.0,0.16693674,0.5869531,0.18804573,0.9013609,1.2770845,0.25220293,0.0,0.0,0.07997392,1.799778,1.9493767,0.17316166,0.0,0.0,0.48343763,0.65746677,2.0453117,1.8721911,0.4752619,1.1071157,0.77821195,2.2385442,0.0,0.0,0.11921033,0.0,0.0,0.37493727,0.0,1.3312932,0.17474559,0.0,0.74612385,1.2838889,0.0,0.0,2.089425,0.0,0.0,0.0,0.74319345,1.4647022,1.2773539,0.76190716,2.6697366,0.2586214,3.1163974,0.0,0.0,2.3320355,0.0,0.40322334,1.0370511,0.29924017,1.3473263,0.0,1.9301299,0.0,1.5211016,0.0
38,0.0,0.8772265,2.9558125,0.0,1.0051848,0.11557503,0.026958864,1.4450204,0.5218562,0.05299068,0.0,0.0,0.605868,2.266771,1.9041613,0.0,0.0,0.78918254,0.38115194,0.07779293,2.8564234,1.8678075,0.4662239,1.2968454,0.121095166,1.4929758,0.0,0.14387971,0.70729995,0.0,0.0,1.4496026,0.0,2.4988186,0.5622107,0.074816056,0.9914887,0.93679404,0.0,0.69388425,2.7019691,0.0,0.0,0.0,0.53332806,1.3906101,2.2477555,1.4918436,2.712779,0.67529774,2.7170732,0.0,0.0,2.1106384,0.0,1.6328495,1.3640926,0.23454155,1.1159723,0.0,2.1605673,0.0,1.9178454,0.47524273
43,0.0,0.44828147,2.0902042,0.0,1.3346907,0.035311043,0.63620704,0.0,0.78330827,0.0,0.0,0.0,0.61637723,1.1397002,1.3201064,1.2639647,0.0,0.68832505,1.673208,1.0956522,1.6649562,1.7291884,0.0,0.5231044,0.083123714,2.3695328,0.0,0.0,0.0,0.0,0.0,0.83379185,0.0,2.1910875,0.052585915,0.0,1.3066808,1.398527,0.0,0.5130724,1.7769387,0.0,0.05521593,0.0,2.4312804,1.7671678,1.0853277,1.3408966,3.085098,0.0,3.3967342,0.0,0.0,2.429157,0.0,1.3259981,1.3055675,0.43175578,1.4102169,0.4938332,1.8007493,0.0,1.6003526,0.5068511
47,0.0,0.979107,1.8743272,0.0,0.7022116,0.24206664,0.18581305,0.0,0.6378583,0.04916462,0.0,0.0,0.14932741,0.94840676,1.3654531,0.19734874,0.0,0.29411444,1.0155816,0.65464485,1.8258864,1.3248873,0.0,0.38524243,0.0,2.1061063,0.0,0.0,0.0,0.0,0.0,0.7768262,0.0,2.0825086,0.0,0.0,1.4906663,1.3317342,0.0,0.0,2.2533956,0.0,0.0109378025,0.0,2.2675617,1.6657038,0.9183986,1.0414106,2.2839742,0.11662763,2.6374063,0.0,0.0,2.3309572,0.0,1.239072,0.8847541,0.610086,1.2061652,0.012622826,1.5164626,0.0,1.7738678,0.0
72,0.0,1.1341401,2.8651304,0.0,0.45951518,0.17680107,0.0,1.1781064,0.67742705,0.03208339,0.0,0.0,0.37506926,2.7356935,1.3670889,0.0,0.0,0.2977734,0.6455402,0.08527674,2.6336408,1.1834378,0.5481986,1.0466089,0.0,1.2133938,0.0,0.35139358,0.21230997,0.0,0.0,1.0709186,0.0,2.0501115,0.0827997,0.0,1.3052043,0.8998177,0.0,0.581262,2.941119,0.0,0.0,0.0,0.5184756,1.8466799,1.1640319,1.3744651,3.1967194,0.3052498,2.8937314,0.0,0.0,1.9524857,0.0,1.4136113,2.110732,0.09102718,1.4272051,0.0,1.4972242,0.0,2.2093284,0.084679
77,0.0,0.20887256,2.8933113,0.0,0.7446857,0.3935043,0.32299978,0.44301876,0.6004561,0.0,0.0,0.0,0.0,1.3692384,1.3263794,0.21418282,0.0,0.06656398,0.8136317,0.8273926,1.832206,1.122384,0.4684981,0.7243699,0.23226269,2.0187507,0.0,0.0,0.0,0.0,0.0,0.40521637,0.0,1.6213315,0.0,0.19524984,1.471387,1.6947929,0.0,0.26018777,2.2569177,0.0,0.0,0.0,1.0698742,1.6867584,0.7668672,0.710802,1.9879344,0.0,3.075176,0.0,0.0,1.9634765,0.0,0.75329524,1.4046952,0.4979765,1.6730013,0.0,1.618705,0.0,1.6089276,0.0
82,0.0,0.91164696,2.949988,0.0,1.0179806,0.52318996,0.0,0.10306291,1.2538536,0.2907761,0.0,0.0,0.18920891,2.1488185,1.2964698,0.6415542,0.0,0.21268323,1.2501578,0.80993587,2.295966,1.6521665,0.10823625,0.9191076,0.095193416,2.5798728,0.0,0.0,0.0,0.0,0.0,0.58338654,0.0,1.9910899,0.0,0.0,1.5508264,1.5478536,0.0,0.21205798,2.9524124,0.0,0.0,0.0,2.2569728,2.575606,0.6446888,1.4831221,3.5180404,0.0,3.9234312,0.0,0.0,2.5371554,0.0,1.0702386,1.8012382,0.6758816,2.0470853,0.0,1.8800229,0.0,2.3757176,0.0
106,0.0,0.7835042,2.566129,0.0,1.4246686,0.29134563,0.08762151,0.4192173,0.89402246,0.30000705,0.0,0.0,0.3341269,2.2500978,0.9040621,0.88920575,0.0,0.38210303,1.1409807,0.27560303,2.0590284,1.4765091,0.3175136,1.0848863,0.19521904,1.7260509,0.0,0.079098746,0.0,0.0,0.0,0.5877279,0.0,1.8136969,0.26393557,0.066182636,1.3660353,1.2715578,0.0,0.9684515,2.3795905,0.0,0.0,0.0,1.0431639,2.408728,0.92071724,1.4352286,3.4276466,0.0,3.2790403,0.0,0.0,1.6673869,0.0,0.9824931,2.2153044,0.5641905,1.962586,0.0,1.6336237,0.0,1.8314495,0.40948808
119,0.0,0.0,3.3614297,0.0,1.2267722,0.35054603,0.2892348,1.0352908,0.84471786,0.19594252,0.0,0.0,0.26531008,1.904722,1.0208691,1.6238126,0.0,0.183289,1.1226861,0.9262973,1.3460741,1.537866,0.59899366,1.067115,0.8945662,1.8355112,0.0,0.0,0.0,0.0,0.0,0.39571655,0.0,1.369754,0.48928866,0.71374077,1.0002148,1.4876006,0.0,1.1445041,1.7189834,0.0,0.0,0.0,0.13867424,1.8306183,1.1650641,1.1853606,2.8712308,0.0,3.8425581,0.0,0.0,1.3103207,0.0,0.35773036,1.9642239,0.55476075,1.8021169,0.0,1.937683,0.0,1.1850046,1.194688
