Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
2,3.4770584,0.0,4.483819,0.0,0.93484515,2.5221157,0.0,0.0,0.48110938,0.7920519,0.4825774,1.3202232,1.2428299,1.1262851,0.0,1.3767259,0.0,0.0,0.0,1.096707,0.0,0.5389012,1.7825462,0.0,2.921217,1.8404665,0.5096985,1.110898,4.620167,0.0,5.3261604,0.92020965
5,4.1453233,0.0,4.2785316,0.0,1.4738971,3.17913,0.0,0.0,1.0140878,0.5598349,1.424432,1.7076771,0.46223503,1.4958621,0.0,2.0070915,0.0,0.0,0.0,0.6328246,0.0,0.6449083,2.4539716,0.0,2.708416,1.9813284,1.5827607,1.5320995,6.1676044,0.0,5.101836,0.0
14,4.7638106,0.0,4.4099855,0.0,0.6439288,2.99751,0.0,0.0,0.06468712,1.2098407,0.4896254,1.2021108,1.2703632,0.0,0.0,0.0,0.0,0.0,0.0,0.258276,0.0,0.85859317,1.1522529,0.036547914,3.1583266,3.0765617,0.81312037,1.2149199,3.8417056,0.0,5.7531586,1.4252182
29,4.5692368,0.0,4.1751075,0.0,0.8523313,2.6018357,0.0,0.0,0.0,1.2831495,0.30058083,1.14506,1.4804602,0.0,0.0,0.2840922,0.0,0.0,0.0,0.68706864,0.0,0.1837756,1.72108,0.0,3.2701514,2.6182659,0.0,0.6390601,3.9189186,0.0,5.4241633,2.3863032
31,3.7991946,0.0,3.1476088,0.0,0.8335402,3.1758945,0.0,0.0,0.24248612,0.8108705,0.7154451,1.3805693,0.88653266,0.0,0.0,0.0,0.0,0.0,0.0,0.15704352,0.0,0.39883175,1.5478711,0.40609267,2.297746,2.7083986,1.7272874,2.0429263,3.6114786,0.0,4.7314544,0.82144946
37,3.9176116,0.0,3.7431078,0.0,0.7817374,3.251072,0.0,0.0,0.089998305,1.1435459,0.35945746,1.48439,1.4239035,0.0,0.0,0.37145817,0.0,0.0,0.0,0.5234317,0.0,0.0,1.863271,0.070474595,3.005421,2.9196491,1.0839769,1.6073731,3.9966528,0.0,5.7061596,0.87025166
39,3.8705611,0.0,4.541087,0.0,0.77835417,2.9944274,0.0,0.0,0.7655969,0.7469786,0.13007721,1.3313715,1.9976466,0.2993789,0.0,0.6052336,0.0,0.0,0.0,0.8663928,0.0,0.62642044,1.4908817,0.0,2.9048896,2.7621462,1.2555478,1.7677389,4.040487,0.0,6.1312146,1.6386606
40,3.1121187,0.0,3.680138,0.0,0.087823324,2.7423916,0.0,0.0,0.39881527,1.065393,0.06010008,1.1540623,1.3071996,0.0,0.0,0.0,0.0,0.0,0.0,0.6525782,0.0,0.0,1.3400786,0.0,2.730744,2.1143286,0.60319614,1.3662922,2.995379,0.0,4.7850904,1.0127277
46,4.6199403,0.0,3.7874322,0.0,2.3895478,2.8950229,0.0,0.0,0.0,0.7496548,1.1014358,1.4096235,1.1630961,0.0,0.0,0.85149705,0.0,0.0,0.0,0.7283209,0.0,0.5837964,2.1022317,0.47487995,2.4189925,3.1376216,2.0395615,2.1196954,5.216558,0.0,6.3394427,1.4178649
57,3.9921637,0.0,4.296036,0.0,0.963753,2.7880983,0.0,0.0,0.43930218,0.8359122,0.84806514,1.4309146,0.77612996,0.9422587,0.0,1.282238,0.0,0.0,0.0,0.5952359,0.0,0.49677724,1.8225216,0.0,2.8485663,2.2303607,0.73443115,0.91848123,5.0047674,0.0,5.079253,0.03006212
