Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
7,4.25294e-07,5.794063e-05,1.5761863e-07,0.00030277128,0.001030453,0.00019229589,6.5972984e-07,7.967103e-05,2.572444e-05,0.99830997
9,1.2098485e-06,2.7263602e-06,3.8934581e-07,4.0253104e-05,0.0047662454,1.1021696e-05,5.0110966e-08,0.0011174069,0.00048800927,0.9935727
12,1.6506913e-08,2.92563e-07,5.0650675e-09,6.9221765e-05,0.000111561705,1.800039e-05,1.9781919e-10,0.00020640748,4.1936323e-06,0.99959034
16,1.2611031e-06,2.2285437e-08,1.9783009e-08,1.034608e-05,0.00049160427,3.7765699e-06,9.53616e-09,2.4070043e-05,4.5739467e-05,0.99942315
20,2.921864e-06,3.0246872e-06,4.1829728e-07,0.00024157678,0.00018518715,0.003406363,6.973041e-09,0.25944886,1.4901627e-05,0.7366967
58,1.3940216e-07,4.240522e-07,8.314754e-08,0.00015235912,0.0010485384,1.2288985e-05,1.3860425e-09,0.00091617875,1.8126935e-05,0.99785197
62,3.0006026e-06,1.3140335e-05,1.613305e-06,0.00014312078,0.00071343395,0.00097369985,1.0740027e-07,0.0028631228,0.003040361,0.9922484
73,2.430657e-05,3.989951e-06,3.7471148e-06,0.0012949813,0.0008270013,2.7358705e-05,5.5296573e-07,0.009848927,0.0002833428,0.9876859
78,1.5732918e-05,0.0006112856,3.3743877e-06,0.0014984693,0.007830517,0.00046466608,4.5286047e-06,0.0082843155,0.0014646335,0.97982246
92,2.5858504e-05,0.0013556934,2.6433e-05,0.0002554428,0.27147365,0.00082297216,7.2772045e-06,0.08360238,0.0015819618,0.6408483
99,6.3975136e-08,3.0794223e-09,1.2320513e-09,1.6200109e-05,8.320768e-06,6.2873977e-07,4.7225557e-10,5.7458237e-06,5.04135e-06,0.999964
104,5.3397616e-07,0.000100626436,1.0573908e-06,0.009688231,3.2762593e-05,0.04395662,6.3235106e-08,0.00020583032,0.0014679487,0.9445464
105,1.4062786e-08,4.1533733e-07,1.7186113e-07,0.0072832103,8.730197e-06,3.472435e-05,4.3272184e-11,0.00041987034,9.314887e-06,0.99224347
108,5.39883e-07,9.60528e-07,6.1162866e-09,2.6819904e-05,0.0008240005,1.7005208e-05,5.966486e-08,6.5706763e-06,1.154433e-05,0.9991124
113,2.0842903e-08,2.9282478e-07,5.666171e-09,0.00019606593,4.1264087e-05,2.0878374e-06,9.640905e-10,5.9711506e-06,3.9013116e-06,0.9997503
118,4.037322e-07,6.7031997e-06,1.5268631e-07,0.00049409945,0.00035559354,0.00019964813,1.208359e-08,0.0006088001,0.00017998164,0.9981546
125,1.1620143e-05,0.00014981134,2.7252949e-05,0.00494381,0.047221925,7.0815484e-05,4.056799e-05,1.7830596e-05,0.0051328326,0.9423835
150,5.4332457e-08,3.5964685e-08,2.5384697e-09,4.1822568e-05,3.953485e-05,2.665094e-06,3.0783165e-09,4.3292607e-07,4.167279e-05,0.99987376
151,0.0033059812,8.531833e-06,0.0064811297,0.07426368,0.00019818037,0.022307578,1.0559226e-05,0.00039085394,0.68592393,0.20710965
185,2.2465451e-06,1.4911856e-07,1.2377876e-07,3.6979498e-05,0.0015274169,1.4115967e-06,3.0602715e-07,9.386055e-06,1.1648239e-05,0.99841034
193,4.3028576e-06,7.9226505e-05,2.3597095e-05,0.04044446,0.015981471,0.00024369483,5.8811383e-07,0.0018887292,0.01960165,0.92173225
206,1.6977427e-07,1.7770384e-05,4.0413397e-08,0.00019097095,0.0006507971,0.00012976385,2.6066733e-08,1.3708769e-05,0.000484823,0.99851197
209,2.2978186e-06,2.6777858e-05,5.421298e-07,0.0015283013,0.016425146,0.0002427397,2.162634e-07,0.0008610155,0.00069720275,0.9802157
212,2.4532406e-07,3.3101998e-07,4.7348614e-08,0.0053732772,2.4098139e-05,2.1869198e-05,8.466841e-09,4.6923444e-05,5.661354e-05,0.9944765
214,1.7625354e-07,5.457298e-07,6.996068e-08,0.0009279725,0.0007627417,4.5134784e-06,6.6345636e-09,3.0088724e-05,0.00023883008,0.99803513
235,3.7472144e-06,2.0429626e-07,1.6135886e-06,0.0006098779,0.000160912,3.8030117e-05,9.709719e-09,0.005825432,7.850657e-05,0.9932816
241,0.0032065527,1.7352777e-05,0.0003838592,0.1152915,2.2056165e-05,0.672737,4.5765286e-05,0.00012161959,0.12926602,0.07890824
252,1.5809611e-08,1.0016405e-07,5.32258e-10,1.7274593e-05,0.00024231477,1.0124193e-06,8.7945695e-10,3.2709233e-06,5.9634044e-07,0.9997354
264,6.4868477e-06,9.553303e-05,1.0077413e-06,0.00054520677,0.01507555,8.311452e-05,8.720105e-06,9.9561275e-06,0.0027459958,0.9814284
273,1.9012933e-09,4.6608625e-06,2.3775736e-07,0.012967299,1.9582985e-06,4.351528e-05,2.4590325e-11,0.00063111377,0.00027529057,0.98607594
274,3.2883838e-07,2.4505806e-07,4.7059112e-07,0.017122699,2.33167e-06,3.8362516e-05,2.807807e-09,0.00010593059,0.00087117177,0.9818585
281,2.691392e-08,4.157195e-08,1.0080672e-09,1.005239e-05,5.6210738e-05,7.1999256e-07,7.171181e-10,6.006451e-06,1.4592196e-06,0.9999255
284,7.740771e-06,5.77125e-08,3.6897188e-07,6.1851184e-05,1.5201407e-05,0.00020538484,1.4772518e-08,0.00011949879,3.4836576e-05,0.99955505
292,2.28787e-06,1.7285362e-07,2.1882815e-07,5.2633157e-05,4.2677646e-05,1.9673145e-05,1.3824074e-08,0.0005144341,1.5270725e-05,0.99935263
315,2.0183622e-08,1.1428096e-07,1.516518e-08,0.00013198411,8.058165e-06,3.8127182e-06,2.1587532e-10,1.6451046e-05,7.518264e-05,0.9997644
320,3.0725867e-05,0.023138015,0.0006004335,0.010922195,0.0076127476,0.004494724,1.4672176e-05,0.72603565,0.03277929,0.19437152
322,4.0720487e-08,2.3892758e-07,5.9397026e-10,1.8941166e-05,3.9646144e-05,1.0304322e-05,1.5776462e-09,1.0536176e-05,1.9875126e-06,0.9999182
336,4.2444296e-07,2.0847153e-08,2.3105633e-09,6.390531e-06,0.0011988332,9.132687e-07,2.1265057e-08,2.021625e-07,3.407225e-05,0.99875915
359,7.313612e-08,5.006267e-05,1.834818e-07,0.00029197274,0.017034931,7.20693e-06,4.22884e-08,8.57192e-06,0.0040236423,0.97858334
389,1.4943143e-06,7.798074e-06,1.5288343e-07,0.0004969125,0.008871604,1.3369456e-05,1.9610768e-07,0.00033007728,5.9710903e-05,0.9902187
394,6.221029e-07,9.249971e-06,1.7521422e-06,0.0007170755,0.00013670957,0.0003034527,7.603062e-09,0.0025911997,4.4731965e-05,0.9961952
414,1.1670587e-07,0.0003094723,7.1561203e-07,0.012054973,0.00037966514,0.00010307832,1.0748055e-07,2.0665759e-05,0.00013454002,0.98699677
417,7.481694e-08,5.4350658e-06,2.9131803e-07,0.0009902135,0.0007618912,4.704561e-05,1.1909067e-09,0.01657589,8.826556e-05,0.9815309
422,3.8263217e-08,1.4467292e-07,1.1810985e-08,0.00030013133,0.0004595678,6.2592443e-07,1.1648867e-09,4.148083e-05,1.3554819e-05,0.9991844
426,7.5094617e-06,5.195609e-06,1.554171e-07,8.5251464e-05,0.0040731346,5.8712176e-05,4.1589988e-07,0.0022558079,1.2630767e-05,0.9935011
434,5.967131e-07,2.0510332e-07,2.098763e-07,0.00071961357,1.758838e-05,2.8683575e-05,1.7524904e-09,0.0035874462,4.297752e-06,0.99564135
448,0.0011884918,1.6741442e-05,7.526063e-05,0.07926337,0.00021390436,0.014898373,3.300208e-05,5.933359e-05,0.51217484,0.3920767
454,4.4591354e-07,7.6418836e-08,2.2195046e-07,0.00018037125,2.6124115e-05,5.189181e-05,7.8480256e-10,0.0005319507,2.4242305e-05,0.99918455
471,3.0980559e-07,8.185832e-07,3.0360123e-08,0.00017897568,3.117888e-05,7.489532e-05,3.7656425e-09,0.0032910742,1.1319634e-06,0.9964216
