Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
7,3.7140088,0.0,1.5419562,0.0,2.598268,3.9286976,0.0,0.0,3.4742203,0.0,2.1930594,1.168874,1.1814622,0.48936734,0.0,1.573295,0.0,0.0,0.0,0.39318746,0.0,0.5035363,2.6731045,2.1091576,0.4541689,4.1555696,6.8333216,5.319281,4.1029596,0.0,4.5268593,1.3031764
9,3.0147407,0.0,0.0,0.0,3.7883039,2.7814717,0.33624557,0.0,3.8455164,0.0,2.4946973,1.3090793,2.3904681,1.1381813,0.0,3.3981922,0.0,0.0,0.0,0.0,0.0,0.0,2.6422598,1.8175768,0.19444403,4.5427003,7.9012594,4.14451,4.7852793,0.0,4.7005916,0.335617
12,4.604497,0.0,0.0,0.0,4.372505,3.537871,0.25721088,0.0,3.6556115,0.0,3.56894,1.4051862,0.85559386,0.3558367,0.10070048,2.5356104,0.1897991,0.0,0.0,0.0,0.0,0.110676944,3.391679,2.7691073,0.0,5.0551696,9.043744,5.1426654,5.681631,0.0,4.077298,0.70574737
16,3.0994167,0.0,0.0,0.0,4.1965103,2.762061,0.34315982,0.0,4.3412223,0.0,2.5147097,1.0022058,2.6092033,1.0792297,0.0,3.2497256,0.79095435,0.0,0.0,0.0,0.0,0.0,2.6546116,2.8284118,0.0,5.2999496,9.183511,5.1609163,4.009413,0.0,4.4633875,1.6053022
20,4.5578866,0.0,0.0,0.0,3.189276,2.8274508,0.32621816,0.0,3.917265,0.0,4.0296063,1.0846373,0.20677447,1.3321853,0.64691484,3.4659402,0.34479603,0.0,0.0,0.0,0.0,0.0,3.7409852,1.6238586,0.18047675,3.5577714,7.7881217,3.6291044,5.4891953,0.0,1.3815283,0.77371156
58,3.8685017,0.0,0.0,0.0,4.723016,2.9329758,0.37690845,0.0,3.6915615,0.0,3.4179928,1.2904476,1.1551505,0.91919136,0.06036347,2.926479,0.45263794,0.0,0.0,0.0,0.0,0.3944084,2.9156625,2.497078,0.0,4.561302,8.721002,5.0387263,5.6391654,0.0,4.3359942,0.67400455
62,4.254867,0.0,0.16081427,0.0,3.4278712,2.7511826,0.3351074,0.0,3.5299497,0.0,2.744867,0.8332329,2.03028,1.639695,0.0,3.6134896,0.16193497,0.0,0.0,0.0,0.0,0.0,3.477431,2.036427,0.29982,5.3666477,7.3493605,3.5832558,4.595323,0.0,4.118141,1.9990255
73,2.8239164,0.0,0.0,0.0,2.8677814,1.4834546,0.0,0.0,3.9635792,0.0,2.8473055,0.73633975,1.2259034,1.0488954,0.0,2.1101677,0.0,0.0,0.0,0.0,0.0,0.8417675,1.1247802,1.1717318,0.0,3.589837,6.747432,3.1142106,3.816151,0.0,2.7227156,0.0
78,3.2837052,0.0,0.49308997,0.0,2.1177003,2.303639,0.15935801,0.0,3.1658733,0.0,1.9917986,1.231124,1.3994844,0.2257446,0.0,1.7900561,0.0,0.0,0.0,0.0,0.0,0.0,2.295272,1.1143124,0.9556023,3.0382166,5.7244587,3.407939,4.1304083,0.0,3.3132062,0.0
92,2.3018508,0.0,0.58177334,0.0,2.5711906,2.7621891,0.4781975,0.0,2.89809,0.0,1.6369475,1.4970084,1.3546009,1.1296145,0.0,3.3029637,0.0,0.0,0.0,0.06695962,0.0,0.0,3.200448,1.0862626,0.7611182,2.4190018,5.6355276,3.8000488,4.838427,0.0,3.7882986,0.0
